,cell.name,PC1.pos,PC1.neg,PC1.score,PC2.pos,PC2.neg,PC2.score,PC3.pos,PC3.neg,PC3.score,PC4.pos,PC4.neg,PC4.score,PC5.pos,PC5.neg,PC5.score,PC6.pos,PC6.neg,PC6.score,PC7.pos,PC7.neg,PC7.score,PC8.pos,PC8.neg,PC8.score,PC9.pos,PC9.neg,PC9.score,PC10.pos,PC10.neg,PC10.score,PC11.pos,PC11.neg,PC11.score,PC12.pos,PC12.neg,PC12.score,PC13.pos,PC13.neg,PC13.score,PC14.pos,PC14.neg,PC14.score,PC15.pos,PC15.neg,PC15.score,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
71,fv1_NS_p1c1r6_M04,0.537050271340744,0.423913750223879,0.113136521116865,0.239188937136165,0.432166467199007,-0.192977530062842,0.593519185446671,0.260114504040421,0.33340468140625,0.453418540301752,0.249841106107706,0.203577434194046,0.52804647211411,0.192242463385579,0.335804008728532,0.265923116424968,0.594564192407435,-0.328641075982467,0.489828367086765,0.174874664833492,0.314953702253273,0.574566877206606,0.323516064468722,0.251050812737884,0.374162019122401,0.327633539274788,0.0465284798476132,0.450319560879915,0.456295613358136,-0.00597605247822103,0.394037956746929,0.371442155656054,0.0225958010908753,0.410656273538337,0.366148194992701,0.0445080785456363,0.292725862448002,0.422918944095923,-0.130193081647921,0.365986983773114,0.563602002748409,-0.197615018975295,0.254022633970536,0.378683970637779,-0.124661336667243,-7.18242467237613,0.612045352691873,9.55658501333428,1.86663699494652,13.1953606243264,-2.81713521602654,1.54914433644503,4.8108843456507,-1.93811002571645,-3.75001712218676,-1.72137554122444,2.23402327028963,1.30747092851623,-3.41910110261473,1.44321331539504
72,fv1_NS_p1c1r7_I05,0.331473678835708,0.559119409660213,-0.227645730824505,0.192401750419958,0.564736795442919,-0.372335045022961,0.568513798349024,0.312924325122039,0.255589473226985,0.321926123768182,0.425558343484688,-0.103632219716505,0.430000928831187,0.343963924461949,0.0860370043692378,0.379744537708746,0.469676812316869,-0.0899322746081233,0.630845040754494,0.198254605370819,0.432590435383674,0.461696924377145,0.436328487277894,0.0253684370992506,0.349405445406434,0.543493203166512,-0.194087757760078,0.444329787479451,0.372955891357639,0.0713738961218121,0.617457394221672,0.299109243546779,0.318348150674894,0.368464233992464,0.463219280255563,-0.0947550462630987,0.376440209446961,0.542014112880181,-0.16557390343322,0.433996694869321,0.630418969639828,-0.196422274770507,0.267691781220736,0.377431608222799,-0.109739827002063,-8.22415748333854,-15.6015893583139,0.529058259230048,-4.44950074326612,2.04612728849658,2.67087700893881,8.07388762851965,5.61268122752406,-5.60210576996998,0.625424933284988,2.71589292303758,-3.29011862503084,-1.05334912263369,0.323282154206654,-1.13269498578663
73,fv1_NS_p1c2r2_N01,0.0829359828801145,0.69647184752114,-0.613535864641026,0.0949165932185078,0.656190310302563,-0.561273717084055,0.21548647088948,0.225093866940638,-0.00960739605115801,0.253433685227101,0.367910617425974,-0.114476932198873,0.392343082470617,0.0661394118950274,0.32620367057559,0.0999324706323398,0.442390220586113,-0.342457749953773,0.259015138498573,0.456666334640274,-0.1976511961417,0.283935914877928,0.513069198114825,-0.229133283236896,0.294057666305307,0.463144196535482,-0.169086530230175,0.473399319429199,0.509953800722785,-0.0365544812935865,0.418414663448556,0.436347201836715,-0.0179325383881591,0.338163210949467,0.396177157549044,-0.0580139465995765,0.32857651550174,0.491632791802983,-0.163056276301242,0.384384321028243,0.542162837617412,-0.157778516589169,0.330510688499023,0.550210430163043,-0.219699741664021,-29.1714468461773,-6.72039745764828,-7.18342073271355,-3.71261572108473,0.9227413147075,-0.665966586748272,-4.25954049857726,-5.17429256708403,-0.678391608092486,4.55204350137431,-1.16179587086424,-1.58887501502594,-0.902754028233378,5.66858570652681,-2.81401459832118
74,fv1_NS_p1c2r3_J02,0.135953210436655,0.518795711157356,-0.382842500720701,0.201717112417079,0.435950497381011,-0.234233384963933,0.266682993120653,0.285083382935007,-0.0184003898143535,0.270883310890736,0.355983589143471,-0.0851002782527354,0.490358106821836,0.0251993665109337,0.465158740310902,0.0557349969205929,0.426040995778449,-0.370305998857856,0.613764834123053,0.0707476126678831,0.54301722145517,0.342258824234319,0.319232617075051,0.0230262071592673,0.292608760974719,0.226977377768093,0.065631383206626,0.340330605348408,0.280878317991706,0.0594522873567027,0.463124990747914,0.28362821194618,0.179496778801735,0.37963139716999,0.227790954716702,0.151840442453288,0.156571322104385,0.39260955793479,-0.236038235830405,0.427661558213785,0.43255881596029,-0.00489725774650468,0.263071892167023,0.395448768452543,-0.13237687628552,-33.6563507922216,7.63560128359114,4.57419257314715,-6.17039829138413,1.31840294795749,0.221731192837288,14.041162726514,3.60201826022616,-0.949955485756243,2.31781461457203,0.510522714537404,0.474742720418122,-1.03748196546201,-0.641891030460987,0.970216379586303
75,fv1_NS_p1c2r4_F03,0.179209659454836,0.679127980110721,-0.499918320655885,0.136294873154532,0.60411047181063,-0.467815598656099,0.382220825120958,0.201702067938783,0.180518757182174,0.271142513435138,0.351973343438299,-0.0808308300031605,0.542069924865119,0.0864442071918469,0.455625717673272,0.0927101424853789,0.53908755543527,-0.446377412949891,0.325442956326077,0.344422975917677,-0.0189800195915998,0.372065416897306,0.479751856974717,-0.107686440077411,0.405169028708326,0.431902176061254,-0.0267331473529274,0.416002942723944,0.567390113018747,-0.151387170294803,0.517289133274097,0.347796450516379,0.169492682757718,0.473392674769671,0.576252397918299,-0.102859723148629,0.516916756190425,0.27982246007173,0.237094296118696,0.440726800194385,0.498020522917485,-0.0572937227231001,0.385888245086138,0.525109609770779,-0.139221364684641,-15.565283088795,-12.4529840277233,-8.09845020092637,-6.8211339888231,6.53823590178376,-7.99304567881099,-2.85907409032394,-5.270271309329,1.85695044660042,-0.216497613928569,0.385485141215285,-0.685000625985174,7.82946107461459,-3.45603608036478,1.37750595879412
76,fv1_NS_p1c2r5_B04,0.129428802408697,0.517790566033274,-0.388361763624577,0.0611002664242644,0.518358875319035,-0.45725860889477,0.322605436461185,0.244714896868728,0.0778905395924569,0.320698650534651,0.279746230106233,0.0409524204284181,0.425490744425992,0.0432356449975204,0.382255099428471,0.101599288399852,0.395552505897117,-0.293953217497266,0.14073967081216,0.483486473771807,-0.342746802959647,0.346332271882992,0.318210882025521,0.0281213898574709,0.158262860219905,0.572426865608121,-0.414164005388215,0.401391183754581,0.147807349993864,0.253583833760717,0.374079994275363,0.35375385753826,0.020326136737103,0.264377063692426,0.557501381003834,-0.293124317311408,0.412727005705429,0.381515204047554,0.0312118016578756,0.544403411982859,0.475003222572494,0.0694001894103657,0.244119726407151,0.453447007744355,-0.209327281337204,-25.4866262581943,2.38477404505362,6.77394622426024,0.194340837662206,0.79465134849346,-1.7534472418958,-13.1857028915618,5.49491751573358,-16.1786407534226,7.28884312540115,0.555655285123616,-5.14378564615971,8.54990895487758,2.34919223036646,-3.51945898129602
77,fv1_NS_p1c3r1_C01,0.413142964727109,0.49899300648445,-0.0858500417573416,0.200585377509845,0.48888494374357,-0.288299566233725,0.533829573707474,0.359171923277913,0.174657650429561,0.440753352677692,0.27593490501701,0.164818447660682,0.32350270044181,0.511051374957642,-0.187548674515832,0.135132614789479,0.507355451769163,-0.372222836979683,0.44815317461701,0.199708096747035,0.248445077869975,0.473452838349166,0.382302390324853,0.0911504480243132,0.471222557550114,0.437342949492669,0.0338796080574453,0.482733129920541,0.39792629620849,0.084806833712051,0.414413376305798,0.294126447136973,0.120286929168825,0.45380261583746,0.366191163621912,0.0876114522155474,0.325803941234543,0.406712275204391,-0.0809083339698484,0.462633380822874,0.52921802334338,-0.0665846425205059,0.343403839124134,0.426107143985009,-0.0827033048608742,-0.678124740947123,-12.6692099164273,0.444269988065183,0.413299961734151,-6.57593862889398,-8.41356495255365,5.35972284425064,2.37245144976693,-2.23431616045137,1.09246480017312,-1.71864205236751,2.50229749339275,0.70173894066368,-0.294415494966236,0.29632214316028
78,fv1_NS_p1c3r2_O01,0.180469296044125,0.550260402839684,-0.369791106795559,0.0994105204929149,0.438399171219279,-0.338988650726364,0.352803174993333,0.187210368849252,0.165592806144082,0.320785745445906,0.274931158113098,0.0458545873328081,0.357294208579776,0.139915821102859,0.217378387476917,0.112246341816557,0.453537184178214,-0.341290842361657,0.216890741172847,0.556855243757392,-0.339964502584545,0.329552675611915,0.501162788177624,-0.171610112565709,0.326771431040793,0.413573999948197,-0.086802568907404,0.59665135777922,0.257595213862079,0.339056143917141,0.313459096762962,0.389433709928663,-0.0759746131657014,0.186906140284547,0.628084359352821,-0.441178219068273,0.504450771742957,0.254081921411048,0.250368850331909,0.380974808407215,0.443431824840435,-0.0624570164332196,0.256169256427793,0.624021950562269,-0.367852694134475,-20.9461602267101,-4.10411629558843,-0.751280977170111,-4.42177645253403,-3.09474555229239,-8.03396295639124,-10.2777539370713,-2.3015085114544,0.781118024664642,9.01014521948204,-6.17315748818292,-11.4052934605432,10.8012499847277,-1.43235581830447,-4.76876738162952
79,fv1_NS_p1c3r3_K02,0.202990157116392,0.411866817687336,-0.208876660570944,0.118322067164779,0.454531813219228,-0.336209746054449,0.193954779827659,0.211273872366743,-0.017319092539084,0.220638404527322,0.310638882966037,-0.0900004784387144,0.397228811259871,0.104791919486539,0.292436891773332,0.149721663676237,0.295118396020634,-0.145396732344397,0.13415880311706,0.472918731459422,-0.338759928342362,0.253272159215409,0.369972479623764,-0.116700320408355,0.164509996466662,0.267359626294237,-0.102849629827575,0.370653773327855,0.305039777385686,0.0656139959421688,0.243520079904302,0.449140580985635,-0.205620501081333,0.157987085873008,0.478270489340305,-0.320283403467297,0.615972617696079,0.134580818625395,0.481391799070683,0.490533258494399,0.161496767845191,0.329036490649208,0.307587973434962,0.463156127412683,-0.155568153977721,-30.1995143642632,2.37666747026534,-3.55257521718981,-6.98218456476452,-1.40633423336305,5.48908179818569,-4.82433505875307,0.238227600329446,-2.93128515316144,0.710861449300022,-10.1956501016093,-5.95178302412809,21.3164502761992,9.83369430543724,-1.84932780982178
80,fv1_NS_p1c3r5_C04,0.0659636937218562,0.505573749211001,-0.439610055489145,0.0912392266033647,0.435069320302632,-0.343830093699267,0.364815759541718,0.172523955314935,0.192291804226783,0.247918798834662,0.147703434899512,0.10021536393515,0.335453510349861,0.0951751898742645,0.240278320475597,0.115526302197654,0.197180257581785,-0.0816539553841309,0.180808147306846,0.368493651721962,-0.187685504415116,0.104907166932028,0.46418917953288,-0.359282012600852,0.238010753222608,0.295263543382858,-0.0572527901602504,0.340076215078897,0.350733338451962,-0.0106571233730644,0.111300453517094,0.489837964779162,-0.378537511262068,0.370279927445345,0.287255471984509,0.083024455460836,0.221618999810766,0.482878469127661,-0.261259469316894,0.408000950175503,0.153614909068652,0.254386041106852,0.313056153609809,0.370776261126538,-0.0577201075167291,-40.0166785866535,6.48250778778908,12.3114284091163,-6.48889630420455,-7.17098947231854,12.7997395246789,-5.50831025367626,-13.8249239030234,4.31135849038751,-0.471593696270167,-15.3842694700802,13.8346075242451,3.32025646554522,5.91979528628465,11.2923273593065
