"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","gene"
"1",-0.018238297646013,0.00634082993873189,0.00422832392385995,-0.0214466843700566,-0.0102259751304456,-0.0030789037247573,-0.0140319549662272,-0.00964432315371632,0.0386658948874405,-0.0097951769842655,"Kdm5b"
"2",-0.0175136540942446,0.0481508921577261,0.00479742877608165,-0.0577356103177751,-0.00162420645118381,0.00811296493879543,-8.12673166350028e-05,-0.0357587678299489,-0.00876697506318461,-0.0227353052315136,"Cdkn1c"
"3",-0.0155253317864215,0.0170341224078938,-0.0159443926164468,-0.0179399314316795,0.00417107241342074,0.0307016212865499,0.0218332246254668,-0.00984035995683956,0.0136708297021473,-0.030200221004107,"Mmrn2"
"4",-0.0148691380025164,0.0239253437514292,0.00459177827912995,-0.0102246924227339,-0.016443393993794,0.00874334851038426,0.00816301279249339,-0.00607406813599055,0.0203489272304032,-0.00715354370355092,"Hif3a"
"5",-0.0148557215722392,0.013908932452349,-0.0211735597909018,-0.0114797510267442,-0.0500419135395505,0.00276748520387682,0.00136525069237228,-0.0322064887711757,0.0145560490851226,0.00284657234474342,"Bace2"
"6",-0.0124631879847764,0.0774654536809501,0.00722668896683822,-0.00930600119499132,-0.00884763488683342,0.0169110846976474,-0.0152821130346063,-0.004623543227473,0.00747451762055349,-0.00397388239366931,"Prr15"
"7",-0.0119896382417748,0.0447429916455745,-0.000191848561236555,-0.00615921696092077,-0.0197293647864932,0.0102276527637713,-0.00339171149756473,0.00454209520020476,-0.00053231469335566,0.00728158631259533,"Dsg2"
"8",-0.0117255480912385,-0.00790842502238496,-0.00354306126191912,-0.0161684306890526,0.00887985657516797,0.0165756749900968,0.00447308780241448,-0.00123276321966979,0.0142239174089692,-0.00586969823812805,"Akap8l"
"9",-0.0116935405330645,0.00784018537005329,-0.0133836032261896,-0.00121157276039148,0.00787646370176195,0.0223051949500591,-0.00203685121753768,-0.000744582556009324,0.0404190565419667,-0.0221525472239758,"Gdpd5"
"10",-0.0110201359539186,-0.00878161841874294,-0.00912292060552266,-0.0141659112994767,-0.0115752770960646,-0.0108351986986036,0.00201891510778106,-0.0171250637589353,0.0133795534586801,0.00354502574751639,"2210010C17Rik"
"11",-0.0110052308312308,0.010666412140009,-0.0252618399723806,-0.0224820830425876,0.00463210177525243,0.0261031865493226,0.00185300844402939,-0.0404243574196074,0.0080618961756791,-0.00227830771573582,"Ednrb"
"12",-0.0109881099089299,-0.00867065073650141,-0.00161203934614481,-0.0165753595379365,-0.00879503310084041,-0.00887206804479564,-0.0127599186459922,-0.0144413200129677,0.0126137595084026,-0.0203091771626776,"Nfat5"
"13",-0.0107363010698252,-0.0175562584796777,0.00453073709716614,-0.024537634213186,-0.0140930385632062,-6.89013051668919e-05,-0.0255604058714608,0.00696314415992961,0.0242253102406235,0.00112743582840816,"Tcp11l2"
"14",-0.0105776144493807,0.00196862012494062,0.000737718163220607,0.00387095672290527,-0.00588410581859462,0.00608600456531346,-0.000411265036903165,0.00737995679654275,0.0159452639696116,0.00833845868823686,"Dbt"
"15",-0.0105726461782672,0.0156519868143648,-0.00784560330630218,-0.00344581506162644,-0.00514393392870434,0.0165456901422137,-0.00990780320674737,0.00419875406175148,0.0152760116807314,-0.000801709060855319,"Mafb"
"16",-0.0104215620377281,0.0254035973609737,-0.0130192979744479,-0.000656034692380386,-0.0138934685840731,-0.00271358593197999,-0.00695643792748359,-0.03733910604058,0.0208764892087962,0.00344233567154013,"Vamp5"
"17",-0.0103348905238718,0.000805488657964736,-0.0236162055569612,-0.00961373161007687,-0.00735334519661458,-0.00793538920570914,-0.000805566264742678,0.00871037220782811,0.00917074741740711,-0.0229872518404343,"Zfc3h1"
"18",-0.0100818423818262,0.0678141508227197,-0.000140438301498053,-0.0177681906598983,-0.0125075380452846,0.0123633319566165,0.00253034432810257,-0.00294527754372917,-0.0093702313490543,-0.0141017516571781,"Slc22a23"
"19",-0.0100431119114882,-0.0648337677291312,0.00511393182632523,-0.0362033824579547,-0.0168184371898091,-0.00485662698415949,-0.00249794932811648,-0.0295113803130991,0.0108732459162597,0.00161562185163193,"Fst"
"20",-0.0100264023658231,0.00618781932639522,0.00621237545727247,-0.00540024171169876,-0.0131127598113668,0.000166001162902983,-0.0022634142245467,0.00228454472984917,0.00575474971234737,0.00887823770596258,"Trim12c"
"21",-0.010005720401012,-0.0178304559062816,-0.0129254785316198,-0.00708091977430094,0.00558832397856632,0.00977159280282737,0.00840464612748149,-0.0370717965216921,0.0430309125365139,0.00544203631994534,"Timp3"
"22",-0.00995393680382767,-0.000795307886857218,-0.00454385784843197,-0.00318599978627936,-0.00999725845135821,-0.0189902208942323,-0.00770682138228627,-0.0131048569604534,0.0107549802993485,-0.00803238090502994,"2810008D09Rik"
"23",-0.00994937151186436,0.0344427195090286,0.00444942875430186,-0.0211648369567257,-0.00580176936584645,-0.0287023899611425,-0.00183241109417046,-0.029739782453189,-0.0104696526432494,-0.0233008882645589,"Hmcn1"
"24",-0.00990390972510313,0.0355874781892528,0.00636528812851493,-0.0127266847242551,-0.0368114465931471,0.015145053263777,-0.0133786010394668,-0.00743242886162581,0.0210373934398388,0.00562704970552138,"Ctso"
"25",-0.00987571742594196,-0.00921301358179546,-0.000303982594940376,-0.0484846908182376,-0.0191151984024713,-0.00374700428195479,0.00983391254354286,-0.00273755561467455,0.0188524768234292,0.00539552564826513,"Mxra8"
"26",-0.00939882828555138,0.0133449374457581,0.0138317894654908,-0.0380210192703756,-0.00743453066160426,-0.0179435372533769,-0.00168422015035835,-0.0136653110607107,-0.00528418084782883,-0.0176423859205867,"Igf2r"
"27",-0.00935545411797299,0.0353614146325968,0.0148465733537083,-0.0143898665235847,-0.00520031965937824,0.00488296261825773,0.00804952003473713,0.00234033144149227,0.00987713976587912,-0.000296106148214764,"Gucy1a3"
"28",-0.00925472630397187,0.00594617593396727,0.00662425449811935,-0.00524789359609434,0.00211854198266037,0.00446694335050994,-0.00290667945705367,0.00618835215476022,0.0257261502032459,0.00488391078058729,"Fbxo10"
"29",-0.00915981223590558,-0.00234027315124533,-0.000792911316190229,-0.00990016225896843,0.00351046501504686,0.00113024544767045,0.0186858379452867,0.00378589526146212,0.018817103302369,-0.00685191926970506,"Erbb2"
"30",-0.00914720684161796,-0.0143592155800546,-0.00815713037475273,-0.0109701912032368,-0.0248898936183504,0.0198114070767146,0.00235261226467296,-0.0264276541708757,0.0190280281164392,-0.0038000971475533,"Naga"
