"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","gene"
"1",-0.0299232663599017,-0.0427587145639622,0.0159739796825996,-0.00685182432377808,-0.042750895250249,0.000500320708617645,0.019208177315616,-0.011292368715703,-0.0211538219846345,-0.019851887917244,"Vwf"
"2",-0.0284125679897173,-0.0392214361615554,-0.00165762200070992,-0.0396626651711695,0.0410384301074652,0.0151229191277819,0.0020642851344373,0.000238527032915939,-0.00984863896624888,0.0119751430951881,"Clca1"
"3",-0.0273565212218046,-0.0729177566964873,-0.0599245019777487,-0.0341074246279589,-0.00210538501348822,0.0297315248619321,-0.00294624945900976,-0.0125474180221833,0.0144785193944968,-0.00140375542650038,"Cxcr7"
"4",-0.0212053119686888,-0.0506491628392612,-0.0539508869889787,-0.0305012879798015,-0.00890128054717213,0.0203121553768428,-0.0225166017736212,0.00352506232886899,0.0177421483303903,-0.0244728374134765,"Jam2"
"5",-0.0210178920041308,-0.0371549673075301,-0.00678397568558468,-0.0144668803675987,-0.0272377336560703,-0.000682916307959234,0.000844803739128674,-0.0157283744412473,0.00640912097407429,0.00686220056259178,"Fn1"
"6",-0.0204465511678321,-0.0375611240626781,-0.0214901455402714,-0.0143866029826818,0.0156992124911888,-0.00047824775660505,0.0268129473078302,-0.010111914260961,-0.0274931383874729,0.00835368915807284,"Cfh"
"7",-0.0200814075365548,-0.0210453638710781,0.0453248113074514,-0.0371486541119865,-0.00205665787080903,0.0205010497857614,-0.021213421860344,-0.0333998327931715,-0.0536554888069243,0.0200721752150228,"Edn1"
"8",-0.0198414621789202,-0.0341763128649868,0.00346901045450178,-0.00500360151771497,-0.00223547103739008,0.0287400221842412,0.00827101405909504,0.0138352378421587,-0.0156911734575551,-0.000927396125155789,"Ypel3"
"9",-0.0189492343374166,-0.0256002964849674,0.0198243966196022,-0.00184971150754996,0.00928695793554472,0.0114135366404949,-0.0150422434946122,-0.0101429206370071,0.00189146529449079,-0.0145405359769147,"B130024G19Rik"
"10",-0.0188545545069939,-0.0618407498880608,-0.04037353684603,-0.00559228614444788,0.00559293283118197,-0.0140109252884184,0.0195708027522569,-0.0283680928485826,0.0124644778579284,-0.0138600568503165,"Mfap2"
