,cell.name,PC1.pos,PC1.neg,PC1.score,PC2.pos,PC2.neg,PC2.score,PC3.pos,PC3.neg,PC3.score,PC4.pos,PC4.neg,PC4.score,PC5.pos,PC5.neg,PC5.score,PC6.pos,PC6.neg,PC6.score,PC7.pos,PC7.neg,PC7.score,PC8.pos,PC8.neg,PC8.score,PC9.pos,PC9.neg,PC9.score,PC10.pos,PC10.neg,PC10.score,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1,fv1_NS_p10c10r3_K10,0.375284933398399,0.451027328744283,-0.0757423953458844,0.616036605930999,0.0505943454310113,0.565442260499987,0.314305681452354,0.198635743449013,0.115669938003341,0.361393987963413,0.37384160666689,-0.0124476187034768,0.390836985793179,0.339955836745711,0.0508811490474674,0.53931855564483,0.313946671689797,0.225371883955034,0.332224668539606,0.604461105077951,-0.272236436538345,0.441468940968231,0.378264273507495,0.0632046674607358,0.691311112951162,0.339659047768944,0.351652065182218,0.685710231029053,0.176213252044278,0.509496978984775,-2.35870271987227,18.7290872154173,4.16021672218922,2.9694501344412,2.64914324762114,2.38298120085184,-5.83810786910998,-4.03190433823136,6.73431816316274,5.20927619838182
2,fv1_NS_p10c12r3_M10,0.204562746535276,0.208365664968388,-0.00380291843311156,0.292119086768643,0.142383964493316,0.149735122275327,0.133129315753623,0.244920092485405,-0.111790776731782,0.278911363911106,0.194565470102049,0.084345893809057,0.326153124677026,0.381911731691487,-0.0557586070144602,0.262490527169526,0.254612822989064,0.00787770418046241,0.21447142618132,0.36440281912473,-0.14993139294341,0.491217404702022,0.0893247009796207,0.401892703722401,0.660597042679111,0.144702229928396,0.515894812750715,0,0.840415781627239,-0.840415781627239,-10.4359728828654,2.17063248873964,-11.9991601377585,10.9304957057662,-2.29812185565979,-6.6524789609733,-4.2033937569078,5.66859741675104,15.177142922401,-71.0122452716329
3,fv1_NS_p10c12r5_D12,0.0540313913141665,0.281405519444287,-0.227374128130121,0.463563985055478,0.0832333646557064,0.380330620399771,0.171765868746588,0.234293271514692,-0.0625274027681046,0.119752321867666,0.213907776120446,-0.0941554542527796,0.258632870196525,0.159577120526542,0.0990557496699826,0.282755839583809,0.154593889511928,0.128161950071881,0.263720896350654,0.259341823274268,0.00437907307638563,0.264195032119198,0.0402489217649901,0.223946110354208,0.177984118679094,0.449446737740147,-0.271462619061053,0.455457479470312,0.148809226440339,0.306648253029973,-35.1574660505909,7.72698378287968,-6.42145467694019,15.121904589919,5.91395917681177,-5.21926260877254,6.2944416392089,-8.03124929663097,-19.7734167549987,-5.20470839444194
4,fv1_NS_p10c12r7_J13,0.760788252118749,0.360244725428449,0.4005435266903,0.62164027077804,0.11183958121556,0.509800689562479,0.276212955639011,0.349030405846215,-0.072817450207204,0.488687426784167,0.418075134677815,0.0706122921063519,0.160626551717498,0.635902801394297,-0.475276249676799,0.415787890525102,0.275606174184001,0.140181716341101,0.447277024313977,0.492296596158657,-0.0450195718446806,0.40911538802592,0.654279021585332,-0.245163633559412,0.510308153706443,0.552622877901448,-0.0423147241950049,0.584908334056353,0.215155079197662,0.369753254858691,10.5460934776609,11.4704012674754,-10.7105709687808,7.90151781459262,-16.1583204608059,7.76108488590559,-5.30370241085097,-18.4638503005558,-10.5292904556512,3.39484801403765
5,fv1_NS_p10c1r1_J08,0.115334039750839,0.43407637050776,-0.318742330756922,0.557672587706091,0.230544931534727,0.327127656171365,0.603262884431212,0.118815657886295,0.484447226544917,0.174345018851793,0.334522105064557,-0.160177086212763,0.11016025911675,0.523168660082925,-0.413008400966174,0.300555092791186,0.34939946919233,-0.0488443764011438,0.442783822155085,0.253990370873627,0.188793451281458,0.431200846153358,0.26547749489716,0.165723351256198,0.668910207454356,0.343744697660068,0.325165509794288,0.567800660134747,0.233012679663903,0.334787980470844,-18.8415950897436,10.7264251705405,9.02489204123863,2.86507926073484,-9.25892041762042,-4.85345392690593,6.05903690514354,-4.83480653454143,0.655899851948508,-4.17021494063
6,fv1_NS_p10c1r3_B10,0.272756203953001,0.298693114970438,-0.0259369110174372,0.155797582571245,0.413164949515433,-0.257367366944188,0.591295324307483,0.153073139853895,0.438222184453588,0.385158008303218,0.231245477762069,0.153912530541149,0.457356304037304,0.399625677193151,0.0577306268441529,0.489326764228366,0.195520090486907,0.293806673741459,0.444544761092511,0.44451361730642,3.11437860917585e-05,0.559594337476604,0.183124701511646,0.376469635964958,0.569188880724556,0.331824644571645,0.237364236152911,0.535198366352045,0.449467298188655,0.08573106816339,2.81393097999489,-7.9911350850108,8.09938448035567,13.2914920443465,4.19893286392825,8.86463595010019,-3.76831501191281,10.4603461779249,1.30334344441959,-8.26706055514642
7,fv1_NS_p10c1r4_N10,0.118953499666537,0.476547364534671,-0.357593864868133,0.69432310368706,0.132781842973856,0.561541260713204,0.287462786044544,0.253040826241358,0.0344219598031857,0.244311924126883,0.317540549469178,-0.0732286253422953,0.300080850545933,0.282418469022216,0.0176623815237175,0.338991047060959,0.425624629796548,-0.0866335827355895,0.224894940490632,0.505892745357383,-0.280997804866752,0.435361944412296,0.232610106714525,0.202751837697771,0.575975304317098,0.398335137307381,0.177640167009717,0.615952381717811,0.21595911256439,0.399993269153421,-16.8978531888666,14.479349339808,-0.848969795353018,-2.2028709436011,0.876442689450592,-3.12883351593626,-10.8596514010922,-1.14050355937144,-2.95519212493452,-2.21238581023964
8,fv1_NS_p10c3r3_D10,0.334329669194292,0.472957417814603,-0.138627748620311,0.64193480638568,0.103659799998399,0.53827500638728,0.204514977729892,0.242239222506242,-0.0377242447763496,0.336346221860807,0.37700319355586,-0.0406569716950527,0.32829106509686,0.278493516054428,0.0497975490424318,0.525468768691085,0.337891655157267,0.187577113533819,0.492034127876814,0.473257222625184,0.0187769052516306,0.42162564260943,0.302666171010195,0.118959471599234,0.683320532684918,0.323621391955807,0.35969914072911,0.6275447681545,0.287151001126285,0.340393767028216,2.04358873587035,16.7996401216086,-0.00167420475032228,-1.42685867084276,4.61748213654282,0.00147873229435669,-0.21042014331022,5.83664272957479,4.88710697824714,-5.79759912339524
9,fv1_NS_p10c3r7_B13,0.599708221782983,0.366485576186562,0.23322264559642,0.563758594348341,0.242831225630932,0.320927368717409,0.568141745363042,0.272066596656804,0.296075148706238,0.441406288716098,0.387310294148218,0.0540959945678796,0.222535934663695,0.672657366299914,-0.450121431636219,0.527408181872533,0.391450098569481,0.135958083303052,0.620164330669527,0.321482505202168,0.298681825467358,0.427153655193038,0.473915085556018,-0.0467614303629808,0.675441803361006,0.570987255012658,0.104454548348347,0.677098291608662,0.359475216834029,0.317623074774633,20.0348979610963,10.9099419276669,4.04484126091637,-0.461947498399263,-13.8497606235367,3.50977323681875,11.1718546585524,-2.91758453848668,-3.91289600403722,0.916268425325392
10,fv1_NS_p10c4r1_M08,0.417015308847522,0.302834259039185,0.114181049808337,0.558874668744321,0.196167890577007,0.362706778167314,0.658332181921331,0.0506697643175217,0.60766241760381,0.285261217445593,0.347510844981948,-0.0622496275363545,0.556344941070467,0.343095098346232,0.213249842724234,0.381661866293657,0.574332317416591,-0.192670451122934,0.546520236876475,0.459866384720731,0.0866538521557437,0.338112328724694,0.347756603700574,-0.00964427497588022,0.599940105433384,0.476601022871725,0.123339082561658,0.697721882740369,0.266996783039934,0.430725099700436,11.2525948559222,8.10384700145128,14.7078414972484,-5.29301561903678,5.65875686447879,-8.76979936651488,1.84562264400452,-2.37407606150387,-4.64127145244234,-0.478368021702344
