"","sort.plate","cell.name","num.genes","num.mouse.reads","num.rRNA.reads","__alignment_not_unique","__ambiguous","__no_feature","__not_aligned","__too_low_aQual","ercc.sum","sort.plate_color","frac.rRNA","htseq.sum","frac.mRNA","dissection","dissection_color","experiment","experiment_color","sum.counts","subtype","subtype_color"
"116","p2","fv1_NS_p2c12r7_B12",3865,126594,9679,28153,644,126407,75832,4,2788,"#D53E4F",0.0764570200799406,639945678,0.000182658265110325,"SV","#00BFC4","p2","#D53E4F",126594,"Venous.Valve.1","#66A61E"
"117","p2","fv1_NS_p2c1r2_L07",4534,623771,60340,129336,4519,485879,294655,21,14463,"#D53E4F",0.0967342181666028,639945678,0.000879558461343355,"SV","#00BFC4","p2","#D53E4F",623771,"SVv","#E7298A"
"118","p2","fv1_NS_p2c1r8_C12",5230,719541,82533,129170,5384,401341,258051,19,11843,"#D53E4F",0.114702289376144,639945678,0.000994273149114266,"SV","#00BFC4","p2","#D53E4F",719541,"Venous.Valve.2","#E6AB02"
"119","p2","fv1_NS_p2c2r2_M07",4371,593319,87379,126850,4352,461745,254013,12,12454,"#D53E4F",0.147271535211244,639945678,0.000789850681331195,"SV","#00BFC4","p2","#D53E4F",593319,"Mesenchymal.2","#7570B3"
"120","p2","fv1_NS_p2c2r3_I08",51,64,11,7,0,52,100,0,3,"#D53E4F",0.171875,639945678,8.28195209079396e-08,"SV","#00BFC4","p2","#D53E4F",64,NA,NA
"121","p2","fv1_NS_p2c2r4_D09",4925,741186,60193,130397,4720,755308,305234,31,18070,"#D53E4F",0.0812117336269169,639945678,0.00106288084243156,"SV","#00BFC4","p2","#D53E4F",741186,"Endocardial","#1B9E77"
"122","p2","fv1_NS_p2c2r5_P09",4544,760111,83018,137291,5465,495008,285139,30,16024,"#D53E4F",0.109218258912185,639945678,0.00105676595717841,"SV","#00BFC4","p2","#D53E4F",760111,"SVv","#E7298A"
"123","p2","fv1_NS_p2c2r6_L10",4611,589883,63952,126734,4334,433077,273465,15,11767,"#D53E4F",0.108414719529127,639945678,0.000821065012701183,"SV","#00BFC4","p2","#D53E4F",589883,"Venous.Valve.1","#66A61E"
"124","p2","fv1_NS_p2c2r7_H11",3727,368989,57023,82426,2845,310074,218851,9,10802,"#D53E4F",0.154538482176975,639945678,0.000487199112175207,"SV","#00BFC4","p2","#D53E4F",368989,"Venous.Valve.1","#66A61E"
"125","p2","fv1_NS_p2c3r1_B07",1693,195862,103333,41536,490,136476,282672,6,23160,"#D53E4F",0.527580643514311,639945678,0.000144539366197516,"SV","#00BFC4","p2","#D53E4F",195862,NA,NA
"126","p2","fv1_NS_p2c3r2_N07",5260,713758,68407,137947,4784,462141,271986,21,15228,"#D53E4F",0.0958406070404815,639945678,0.00100729908058295,"SV","#00BFC4","p2","#D53E4F",713758,"Mesenchymal.2","#7570B3"
"127","p2","fv1_NS_p2c3r3_J08",2642,330654,29196,80648,2341,617860,242686,23,28320,"#D53E4F",0.0882977372117077,639945678,0.000470804013462001,"SV","#00BFC4","p2","#D53E4F",330654,NA,NA
"128","p2","fv1_NS_p2c3r4_E09",5128,817824,104798,153750,6619,461165,278124,22,24873,"#D53E4F",0.128142485424737,639945678,0.00111273242121468,"SV","#00BFC4","p2","#D53E4F",817824,"Venous.Valve.2","#E6AB02"
"129","p2","fv1_NS_p2c3r5_A10",4448,534449,64518,112063,3933,386246,240320,13,12879,"#D53E4F",0.120718721524411,639945678,0.00073370200079903,"SV","#00BFC4","p2","#D53E4F",534449,"Venous.Valve.2","#E6AB02"
"130","p2","fv1_NS_p2c3r6_M10",4616,649820,75693,114148,3892,482875,242803,19,15709,"#D53E4F",0.116483026068758,639945678,0.000896217539946953,"SV","#00BFC4","p2","#D53E4F",649820,"Venous.Valve.2","#E6AB02"
"131","p2","fv1_NS_p2c3r7_I11",3760,434395,48433,82747,2206,317658,234695,12,14969,"#D53E4F",0.111495298058219,639945678,0.000602693610485483,"SV","#00BFC4","p2","#D53E4F",434395,"Venous.Valve.2","#E6AB02"
"132","p2","fv1_NS_p2c3r8_E12",5994,638173,56207,120066,4925,385208,234417,16,6589,"#D53E4F",0.0880748637125043,639945678,0.000908483741967836,"SV","#00BFC4","p2","#D53E4F",638173,"Venous.Valve.1","#66A61E"
"133","p2","fv1_NS_p2c4r1_C07",330,28516,12564,31143,97,179141,408830,1,32411,"#D53E4F",0.440594753822415,639945678,2.49247427688282e-05,"SV","#00BFC4","p2","#D53E4F",28516,NA,NA
"134","p2","fv1_NS_p2c4r3_K08",5015,587090,69459,118171,4025,411177,230081,8,12640,"#D53E4F",0.11831065083718,639945678,0.000808109766357146,"SV","#00BFC4","p2","#D53E4F",587090,"Venous.Valve.2","#E6AB02"
"135","p2","fv1_NS_p2c4r5_B10",4702,575404,70614,116004,4366,360306,246988,15,11651,"#D53E4F",0.122720731868392,639945678,0.000788078382248703,"SV","#00BFC4","p2","#D53E4F",575404,"SVv","#E7298A"
"136","p2","fv1_NS_p2c4r8_F12",375,69713,17280,34610,424,34474,241679,2,21802,"#D53E4F",0.247873423895113,639945678,8.19218016913092e-05,"SV","#00BFC4","p2","#D53E4F",69713,NA,NA
"137","p2","fv1_NS_p2c5r1_D07",6401,741113,91144,130403,5488,418270,238962,17,9726,"#D53E4F",0.122982595096834,639945678,0.00101447250414821,"SV","#00BFC4","p2","#D53E4F",741113,"Venous.Valve.1","#66A61E"
"138","p2","fv1_NS_p2c5r2_P07",4390,401318,45216,77316,2713,335505,185949,14,9659,"#D53E4F",0.112668756447505,639945678,0.0005560994755337,"SV","#00BFC4","p2","#D53E4F",401318,"Venous.Valve.2","#E6AB02"
"139","p2","fv1_NS_p2c5r4_G09",3991,206760,19929,44437,1615,153726,89020,6,4563,"#D53E4F",0.0963871154962275,639945678,0.000291851842138979,"SV","#00BFC4","p2","#D53E4F",206760,"Venous.Valve.1","#66A61E"
"140","p2","fv1_NS_p2c5r5_C10",3907,206735,25384,48136,1201,203283,100363,10,6092,"#D53E4F",0.122785208116671,639945678,0.000283290776555423,"SV","#00BFC4","p2","#D53E4F",206735,"Venous.Valve.2","#E6AB02"
"141","p2","fv1_NS_p2c5r6_O10",3592,173012,19760,35604,1282,136171,95197,1,4592,"#D53E4F",0.114211730978198,639945678,0.000239410132874984,"SV","#00BFC4","p2","#D53E4F",173012,"SVv","#E7298A"
"142","p2","fv1_NS_p2c5r7_K11",2177,44390,3941,12565,184,62293,45485,0,2469,"#D53E4F",0.0887812570398738,639945678,6.32022994980774e-05,"SV","#00BFC4","p2","#D53E4F",44390,NA,NA
"143","p2","fv1_NS_p2c5r8_G12",5123,368841,36972,73393,2767,230938,141692,11,5172,"#D53E4F",0.10023831407029,639945678,0.000518286419525449,"SV","#00BFC4","p2","#D53E4F",368841,"Venous.Valve.1","#66A61E"
"144","p2","fv1_NS_p2c6r2_A08",4255,634278,45988,113780,3510,544245,275717,22,17302,"#D53E4F",0.0725044854149127,639945678,0.000918346110060919,"SV","#00BFC4","p2","#D53E4F",634278,"Venous.Valve.1","#66A61E"
"145","p2","fv1_NS_p2c6r3_M08",4262,756880,91491,145716,4870,424023,242240,29,19259,"#D53E4F",0.120879135397949,639945678,0.00103849905270204,"SV","#00BFC4","p2","#D53E4F",756880,"SVv","#E7298A"
"146","p2","fv1_NS_p2c6r5_D10",3191,759191,153332,154107,5992,266390,258628,11,32354,"#D53E4F",0.201967620796348,639945678,0.00094556548028113,"SV","#00BFC4","p2","#D53E4F",759191,NA,NA
"147","p2","fv1_NS_p2c6r6_P10",3527,412072,107642,142308,3233,343402,255627,13,17359,"#D53E4F",0.261221339960007,639945678,0.000475393243306144,"SV","#00BFC4","p2","#D53E4F",412072,"Venous.Valve.2","#E6AB02"
"148","p2","fv1_NS_p2c6r7_L11",4315,606098,91561,126375,4044,302204,249641,10,10794,"#D53E4F",0.151066329207488,639945678,0.000803257986179196,"SV","#00BFC4","p2","#D53E4F",606098,NA,NA
"149","p2","fv1_NS_p2c7r1_F07",3686,1542173,336141,333270,11089,505395,362968,30,51550,"#D53E4F",0.217965818361494,639945678,0.00187990324229514,"SV","#00BFC4","p2","#D53E4F",1542173,"SVv","#E7298A"
"150","p2","fv1_NS_p2c7r2_B08",3590,1306914,304198,250924,12050,308429,223082,20,22003,"#D53E4F",0.232760533592876,639945678,0.00156362969594948,"SV","#00BFC4","p2","#D53E4F",1306914,NA,NA
"151","p2","fv1_NS_p2c7r3_N08",1497,834953,132943,131416,6680,210306,146059,10,27561,"#D53E4F",0.159222135856749,639945678,0.0010955072184845,"SV","#00BFC4","p2","#D53E4F",834953,NA,NA
"152","p2","fv1_NS_p2c7r4_I09",5550,816362,112301,153567,5977,430755,223344,19,17443,"#D53E4F",0.137562747898604,639945678,0.00109875708988638,"SV","#00BFC4","p2","#D53E4F",816362,"SVv","#E7298A"
"153","p2","fv1_NS_p2c7r5_E10",3181,981227,361818,187455,7082,252689,167739,14,17396,"#D53E4F",0.368740362831435,639945678,0.000966400667005818,"SV","#00BFC4","p2","#D53E4F",981227,NA,NA
"154","p2","fv1_NS_p2c7r7_M11",4711,764187,156544,142389,7574,206506,138294,12,10061,"#D53E4F",0.204850383479436,639945678,0.000948375374859145,"SV","#00BFC4","p2","#D53E4F",764187,"SVv","#E7298A"
"155","p2","fv1_NS_p2c8r1_G07",3647,564410,73781,124192,3742,481498,312587,14,21779,"#D53E4F",0.130722347229851,639945678,0.000765971258070097,"SV","#00BFC4","p2","#D53E4F",564410,"Venous.Valve.1","#66A61E"
"156","p2","fv1_NS_p2c8r2_C08",5982,1110402,120838,213791,6936,541892,305131,36,10525,"#D53E4F",0.10882365125423,639945678,0.00154362119673979,"SV","#00BFC4","p2","#D53E4F",1110402,"SVv","#E7298A"
"157","p2","fv1_NS_p2c8r3_O08",5886,861908,98142,173813,7419,541969,259159,23,10354,"#D53E4F",0.113865981055983,639945678,0.00119186113921843,"SV","#00BFC4","p2","#D53E4F",861908,"SVv","#E7298A"
"158","p2","fv1_NS_p2c8r5_F10",3604,559320,46695,93719,4084,469032,271946,16,17728,"#D53E4F",0.0834853035829221,639945678,0.000800322891275518,"SV","#00BFC4","p2","#D53E4F",559320,"Venous.Valve.2","#E6AB02"
"159","p2","fv1_NS_p2c8r6_B11",4841,681979,85249,138762,4353,447166,260433,13,12749,"#D53E4F",0.125002382771317,639945678,0.000931458575530453,"SV","#00BFC4","p2","#D53E4F",681979,"SVv","#E7298A"
"160","p2","fv1_NS_p2c8r7_N11",3414,295025,22122,96701,2072,645843,277205,12,10712,"#D53E4F",0.0749834759766121,639945678,0.000426243493737544,"SV","#00BFC4","p2","#D53E4F",295025,NA,NA
"161","p2","fv1_NS_p2c8r8_J12",4333,543071,66318,93771,4405,394917,278853,8,11347,"#D53E4F",0.122116629317345,639945678,0.000744344931370655,"SV","#00BFC4","p2","#D53E4F",543071,"SVv","#E7298A"
"162","p2","fv1_NS_p2c9r3_P08",3127,202929,15680,35466,1214,252549,144886,10,8363,"#D53E4F",0.0772684042201952,639945678,0.000292504821122197,"SV","#00BFC4","p2","#D53E4F",202929,NA,NA
"163","p2","fv1_NS_p2c9r5_G10",3962,451933,43297,80646,2068,378928,197400,8,11288,"#D53E4F",0.0958040240478124,639945678,0.000638086073816435,"SV","#00BFC4","p2","#D53E4F",451933,"Venous.Valve.2","#E6AB02"
"164","p2","fv1_NS_p2c9r6_C11",4141,587731,61382,104060,2510,400361,228110,15,13234,"#D53E4F",0.104438935499404,639945678,0.00082171845836998,"SV","#00BFC4","p2","#D53E4F",587731,"Venous.Valve.1","#66A61E"
"165","p2","fv1_NS_p2c9r7_O11",6527,744108,108471,158957,6040,247132,227292,19,5242,"#D53E4F",0.145773194213743,639945678,0.000992105404632571,"SV","#00BFC4","p2","#D53E4F",744108,"Mesenchymal.2","#7570B3"
"166","p2","fv1_NS_p2c9r8_K12",2359,160397,87390,79396,570,217841,208717,6,14668,"#D53E4F",0.544835626601495,639945678,0.000114051920357738,"SV","#00BFC4","p2","#D53E4F",160397,NA,NA
"167","p3","fv1_NS_p3c10r2_C14",5703,849165,120646,168571,5544,488044,259171,21,12340,"#F46D43",0.142076039403414,639945678,0.00113687708147925,"SV","#00BFC4","p3","#F46D43",849165,"Venous.Valve.2","#E6AB02"
"168","p3","fv1_NS_p3c10r3_O14",3414,429962,91443,97464,2894,298936,273228,13,19583,"#F46D43",0.2126769342407,639945678,0.000528609502135513,"SV","#00BFC4","p3","#F46D43",429962,NA,NA
"169","p3","fv1_NS_p3c10r4_K15",5370,763423,91647,134227,5843,378664,269674,18,12168,"#F46D43",0.120047470406315,639945678,0.0010484683941403,"SV","#00BFC4","p3","#F46D43",763423,"Mesenchymal.2","#7570B3"
"170","p3","fv1_NS_p3c10r5_G16",5334,705291,109613,121817,5420,404149,258648,14,10206,"#F46D43",0.155415282486236,639945678,0.000929786325821969,"SV","#00BFC4","p3","#F46D43",705291,"Endocardial","#1B9E77"
"171","p3","fv1_NS_p3c10r6_C17",4356,708735,78856,190889,5043,464827,321037,23,19523,"#F46D43",0.111263024967019,639945678,0.000983150655281206,"SV","#00BFC4","p3","#F46D43",708735,NA,NA
"172","p3","fv1_NS_p3c10r8_J18",1508,127742,38312,82473,703,191482,420199,7,47988,"#F46D43",0.299917020243929,639945678,0.000139707872416572,"SV","#00BFC4","p3","#F46D43",127742,NA,NA
"173","p3","fv1_NS_p3c11r1_H13",876,61427,36360,51189,199,41649,253074,0,32769,"#F46D43",0.591922118937926,639945678,3.91647474138335e-05,"SV","#00BFC4","p3","#F46D43",61427,NA,NA
"174","p3","fv1_NS_p3c11r2_D14",4475,814677,122082,138022,5181,471738,311315,29,21859,"#F46D43",0.149853254725492,639945678,0.00108085865192253,"SV","#00BFC4","p3","#F46D43",814677,"Venous.Valve.2","#E6AB02"
"175","p3","fv1_NS_p3c11r4_L15",3642,499747,47487,71121,2836,543035,332821,34,33996,"#F46D43",0.0950220811730736,639945678,0.000706127293354508,"SV","#00BFC4","p3","#F46D43",499747,"SVv","#E7298A"
"176","p3","fv1_NS_p3c11r5_H16",4939,742508,118305,129135,4310,472889,264145,16,15066,"#F46D43",0.159331616629046,639945678,0.00097424665483048,"SV","#00BFC4","p3","#F46D43",742508,"Venous.Valve.2","#E6AB02"
"177","p3","fv1_NS_p3c11r6_D17",335,45557,35749,9026,39,49048,190763,2,18968,"#F46D43",0.784709265315978,639945678,1.53247556898828e-05,"SV","#00BFC4","p3","#F46D43",45557,NA,NA
"178","p3","fv1_NS_p3c12r1_I13",4632,756878,96325,126209,4132,525764,336290,25,15052,"#F46D43",0.127266217276761,639945678,0.00103095808785703,"SV","#00BFC4","p3","#F46D43",756878,"Venous.Valve.2","#E6AB02"
"179","p3","fv1_NS_p3c12r2_E14",5626,989992,139193,187164,8697,579948,352153,21,16615,"#F46D43",0.140600126061625,639945678,0.0013273983413602,"SV","#00BFC4","p3","#F46D43",989992,"Venous.Valve.2","#E6AB02"
"180","p3","fv1_NS_p3c12r3_A15",6360,1001261,160203,183334,7629,583129,311383,28,10449,"#F46D43",0.160001238438329,639945678,0.00131219019508366,"SV","#00BFC4","p3","#F46D43",1001261,"SVv","#E7298A"
"181","p3","fv1_NS_p3c12r5_I16",3488,522789,72929,96529,3267,632893,357416,20,19321,"#F46D43",0.139499874710447,639945678,0.000702370924830165,"SV","#00BFC4","p3","#F46D43",522789,NA,NA
"182","p3","fv1_NS_p3c12r6_E17",4646,714934,75620,124038,4592,415499,301470,16,20942,"#F46D43",0.105772001331591,639945678,0.000997865469996029,"SV","#00BFC4","p3","#F46D43",714934,"SVv","#E7298A"
"183","p3","fv1_NS_p3c12r7_P17",4544,825073,99466,141304,4719,491762,330060,20,17906,"#F46D43",0.120554181266385,639945678,0.00113236554997254,"SV","#00BFC4","p3","#F46D43",825073,"SVv","#E7298A"
"184","p3","fv1_NS_p3c12r8_L18",4134,642990,115945,118288,3516,369143,426932,14,16471,"#F46D43",0.180321622420255,639945678,0.000822729896957641,"SV","#00BFC4","p3","#F46D43",642990,"Venous.Valve.1","#66A61E"
"185","p3","fv1_NS_p3c1r2_J13",4190,393285,62058,69430,1761,292027,218464,6,9577,"#F46D43",0.157793966207712,639945678,0.000517260490669691,"SV","#00BFC4","p3","#F46D43",393285,"SVv","#E7298A"
"186","p3","fv1_NS_p3c1r3_F14",5409,684775,94957,135241,4827,594863,305704,23,12299,"#F46D43",0.138668905844986,639945678,0.000920666000136072,"SV","#00BFC4","p3","#F46D43",684775,"Venous.Valve.2","#E6AB02"
"187","p3","fv1_NS_p3c1r4_B15",4340,333210,46411,62700,2173,298615,213352,14,8896,"#F46D43",0.139284535278053,639945678,0.000447922023762981,"SV","#00BFC4","p3","#F46D43",333210,"Venous.Valve.2","#E6AB02"
"188","p3","fv1_NS_p3c1r6_J16",3662,77666,9501,13812,528,75100,70282,3,1994,"#F46D43",0.122331522158988,639945678,0.000106503595956098,"SV","#00BFC4","p3","#F46D43",77666,NA,NA
"189","p3","fv1_NS_p3c1r7_F17",3885,191967,26837,37037,1594,133962,125359,4,4136,"#F46D43",0.139800069803664,639945678,0.000257958478732667,"SV","#00BFC4","p3","#F46D43",191967,"SVv","#E7298A"
"190","p3","fv1_NS_p3c1r8_A18",5586,355803,48784,64595,2933,178561,159616,10,3902,"#F46D43",0.137109580301459,639945678,0.000479488394368177,"SV","#00BFC4","p3","#F46D43",355803,"Endocardial","#1B9E77"
"191","p3","fv1_NS_p3c2r1_O12",1450,211497,31890,91941,21434,60404,186044,5,7737,"#F46D43",0.150782280599725,639945678,0.000280563643263232,"SV","#00BFC4","p3","#F46D43",211497,NA,NA
"192","p3","fv1_NS_p3c2r2_K13",4106,540319,86262,84608,3188,389774,208940,13,14006,"#F46D43",0.159650132606849,639945678,0.000708910223065184,"SV","#00BFC4","p3","#F46D43",540319,"Venous.Valve.2","#E6AB02"
"193","p3","fv1_NS_p3c2r3_G14",6082,554306,104473,102001,4131,370618,171087,13,6321,"#F46D43",0.18847531868679,639945678,0.000702308465175827,"SV","#00BFC4","p3","#F46D43",554306,"Venous.Valve.2","#E6AB02"
"194","p3","fv1_NS_p3c2r5_O15",4009,553438,86857,109845,2988,492565,299191,14,13329,"#F46D43",0.156940795536266,639945678,0.000728449546362864,"SV","#00BFC4","p3","#F46D43",553438,"SVv","#E7298A"
"195","p3","fv1_NS_p3c2r6_K16",6332,669463,83091,132447,4409,389835,226674,18,5490,"#F46D43",0.124115895874753,639945678,0.000915318632627726,"SV","#00BFC4","p3","#F46D43",669463,"Venous.Valve.1","#66A61E"
"196","p3","fv1_NS_p3c2r8_B18",4009,287013,38226,53508,1958,257234,190662,13,7416,"#F46D43",0.133185604833231,639945678,0.000388583903569772,"SV","#00BFC4","p3","#F46D43",287013,"Venous.Valve.2","#E6AB02"
"197","p3","fv1_NS_p3c3r1_P12",5539,611658,81750,102619,4838,368434,209868,27,9448,"#F46D43",0.133653119880718,639945678,0.000827248638605615,"SV","#00BFC4","p3","#F46D43",611658,"Mesenchymal.1","#D95F02"
"198","p3","fv1_NS_p3c3r2_L13",4188,580689,58484,110109,3584,484993,247708,16,16071,"#F46D43",0.100714840473989,639945678,0.000815254336044458,"SV","#00BFC4","p3","#F46D43",580689,"SVv","#E7298A"
"199","p3","fv1_NS_p3c3r5_P15",4488,340064,28380,85001,2997,433703,246078,11,7370,"#F46D43",0.0834548790815846,639945678,0.000486783309329164,"SV","#00BFC4","p3","#F46D43",340064,"Venous.Valve.1","#66A61E"
"200","p3","fv1_NS_p3c3r6_L16",5267,601906,71694,93773,5200,284442,246563,18,7512,"#F46D43",0.119111622080524,639945678,0.000827738321513616,"SV","#00BFC4","p3","#F46D43",601906,"Mesenchymal.2","#7570B3"
"201","p3","fv1_NS_p3c3r7_H17",643,62651,50112,15520,34,43430,171453,1,14085,"#F46D43",0.799859539352923,639945678,1.95915013688763e-05,"SV","#00BFC4","p3","#F46D43",62651,NA,NA
"202","p3","fv1_NS_p3c3r8_C18",2516,264855,40573,67495,2114,241608,304206,7,16163,"#F46D43",0.153189481036794,639945678,0.000350316538503148,"SV","#00BFC4","p3","#F46D43",264855,NA,NA
"203","p3","fv1_NS_p3c4r1_A13",5760,609880,92479,120136,5703,313029,192336,13,7759,"#F46D43",0.151634747819243,639945678,0.000807728114096795,"SV","#00BFC4","p3","#F46D43",609880,"Venous.Valve.2","#E6AB02"
"204","p3","fv1_NS_p3c4r2_M13",5032,406202,52930,66820,2437,203051,184865,11,5954,"#F46D43",0.130304626762054,639945678,0.000551679047624543,"SV","#00BFC4","p3","#F46D43",406202,"Venous.Valve.1","#66A61E"
"205","p3","fv1_NS_p3c4r3_I14",6884,1008076,160495,183856,6980,823774,361500,34,10801,"#F46D43",0.159209226288494,639945678,0.00132235237251144,"SV","#00BFC4","p3","#F46D43",1008076,"Venous.Valve.2","#E6AB02"
"206","p3","fv1_NS_p3c4r7_I17",740,27230,16334,38684,111,40463,246598,0,16966,"#F46D43",0.599853103195006,639945678,1.702526937164e-05,"SV","#00BFC4","p3","#F46D43",27230,NA,NA
"207","p3","fv1_NS_p3c4r8_D18",2087,195846,25180,51482,1593,371573,405938,13,26268,"#F46D43",0.128570407360886,639945678,0.000266595730264441,"SV","#00BFC4","p3","#F46D43",195846,NA,NA
"208","p3","fv1_NS_p3c5r1_B13",4531,626781,88239,96824,4685,306999,242808,15,12991,"#F46D43",0.14078122980754,639945678,0.000840702828951212,"SV","#00BFC4","p3","#F46D43",626781,"Venous.Valve.1","#66A61E"
"209","p3","fv1_NS_p3c5r2_N13",5552,834456,131410,140654,5790,421469,249800,24,12196,"#F46D43",0.157479843155301,639945678,0.00109715108481401,"SV","#00BFC4","p3","#F46D43",834456,"Mesenchymal.2","#7570B3"
"210","p3","fv1_NS_p3c5r3_J14",24,59774,59599,9569,0,25582,285820,3,29479,"#F46D43",0.997072305684746,639945678,2.7342257669094e-07,"SV","#00BFC4","p3","#F46D43",59774,NA,NA
"211","p3","fv1_NS_p3c5r4_F15",4062,504229,63732,78738,2361,303994,234280,5,13768,"#F46D43",0.126394951500211,639945678,0.000687778272514872,"SV","#00BFC4","p3","#F46D43",504229,"Venous.Valve.2","#E6AB02"
"212","p3","fv1_NS_p3c5r5_B16",2732,181237,111117,54592,561,71469,153377,1,9629,"#F46D43",0.613103284649382,639945678,0.000109539129826697,"SV","#00BFC4","p3","#F46D43",181237,NA,NA
"213","p3","fv1_NS_p3c5r6_N16",5968,720878,95316,130023,5339,357537,239525,14,7398,"#F46D43",0.132222095833137,639945678,0.00097641241085944,"SV","#00BFC4","p3","#F46D43",720878,"Venous.Valve.1","#66A61E"
"214","p3","fv1_NS_p3c5r8_E18",4521,503585,67948,85856,2913,291099,176918,13,9258,"#F46D43",0.134928562208962,639945678,0.0006801954938781,"SV","#00BFC4","p3","#F46D43",503585,"Venous.Valve.1","#66A61E"
"215","p3","fv1_NS_p3c6r1_C13",4409,699139,110990,130648,3747,493648,313415,19,14915,"#F46D43",0.158752408319376,639945678,0.000918036471816208,"SV","#00BFC4","p3","#F46D43",699139,"Venous.Valve.2","#E6AB02"
"216","p3","fv1_NS_p3c6r3_K14",5783,917117,136101,180153,6381,498896,257963,19,11636,"#F46D43",0.148400912860627,639945678,0.00121867242976337,"SV","#00BFC4","p3","#F46D43",917117,"Mesenchymal.2","#7570B3"
"217","p3","fv1_NS_p3c6r4_G15",3243,276165,34543,62967,1780,398376,182101,10,9460,"#F46D43",0.125081020404468,639945678,0.000377397979242522,"SV","#00BFC4","p3","#F46D43",276165,NA,NA
"218","p3","fv1_NS_p3c6r5_C16",4606,254669,35273,47324,1809,180701,130817,6,5577,"#F46D43",0.138505275475225,639945678,0.000342695985424801,"SV","#00BFC4","p3","#F46D43",254669,"Venous.Valve.2","#E6AB02"
"219","p3","fv1_NS_p3c6r8_F18",5276,1008522,137079,147535,5575,603682,315599,29,14509,"#F46D43",0.135920683931535,639945678,0.00135957182895807,"SV","#00BFC4","p3","#F46D43",1008522,"Venous.Valve.1","#66A61E"
"220","p3","fv1_NS_p3c7r1_D13",5180,530944,72670,96123,3707,300143,152268,12,10473,"#F46D43",0.136869425024108,639945678,0.000715508561495715,"SV","#00BFC4","p3","#F46D43",530944,"Endocardial","#1B9E77"
"221","p3","fv1_NS_p3c7r4_H15",6212,637906,83432,109638,5098,381281,199388,11,6619,"#F46D43",0.130790429937953,639945678,0.000865567405500922,"SV","#00BFC4","p3","#F46D43",637906,"Mesenchymal.1","#D95F02"
"222","p3","fv1_NS_p3c7r5_D16",3637,489757,71013,91396,3894,469558,211219,18,16426,"#F46D43",0.144996396171979,639945678,0.000653825877476866,"SV","#00BFC4","p3","#F46D43",489757,"SVv","#E7298A"
"223","p3","fv1_NS_p3c7r7_L17",3342,548471,66830,107573,4221,546340,323424,27,19904,"#F46D43",0.121847827870571,639945678,0.000751960082287173,"SV","#00BFC4","p3","#F46D43",548471,NA,NA
"224","p3","fv1_NS_p3c7r8_G18",5159,1033891,137621,175605,6818,474318,328945,33,21001,"#F46D43",0.13310977656252,639945678,0.00139823588612409,"SV","#00BFC4","p3","#F46D43",1033891,"Venous.Valve.1","#66A61E"
"225","p3","fv1_NS_p3c8r2_A14",4595,836898,113485,126039,3552,522395,298621,26,19313,"#F46D43",0.135601949102519,639945678,0.00112891833251139,"SV","#00BFC4","p3","#F46D43",836898,"Mesenchymal.1","#D95F02"
"226","p3","fv1_NS_p3c8r3_M14",4147,627054,88191,115551,4113,456505,216491,18,16466,"#F46D43",0.140643389564535,639945678,0.000841199011288984,"SV","#00BFC4","p3","#F46D43",627054,"SVv","#E7298A"
"227","p3","fv1_NS_p3c8r4_I15",4105,763386,84449,134500,5046,484855,281597,27,22295,"#F46D43",0.110624245139418,639945678,0.0010596281740598,"SV","#00BFC4","p3","#F46D43",763386,"SVv","#E7298A"
"228","p3","fv1_NS_p3c8r5_E16",4692,514031,78671,98599,3547,381709,199901,18,8894,"#F46D43",0.153047189760929,639945678,0.000679752290683289,"SV","#00BFC4","p3","#F46D43",514031,"Endocardial","#1B9E77"
"229","p3","fv1_NS_p3c8r6_A17",4508,614621,79093,123654,3678,381320,257529,10,12450,"#F46D43",0.128685808002004,639945678,0.000836014333791102,"SV","#00BFC4","p3","#F46D43",614621,"Mesenchymal.2","#7570B3"
"230","p3","fv1_NS_p3c8r7_M17",4294,712009,124526,133236,3958,394137,280086,18,16405,"#F46D43",0.174893856678778,639945678,0.000916976364950361,"SV","#00BFC4","p3","#F46D43",712009,"Venous.Valve.2","#E6AB02"
"231","p3","fv1_NS_p3c8r8_H18",3181,342634,74217,82969,2180,404181,358906,23,21317,"#F46D43",0.216607225202403,639945678,0.000419198756106742,"SV","#00BFC4","p3","#F46D43",342634,NA,NA
"232","p3","fv1_NS_p3c9r1_F13",5292,515289,74948,91885,2747,334742,201347,15,8617,"#F46D43",0.145448476486011,639945678,0.000687528355757139,"SV","#00BFC4","p3","#F46D43",515289,"Venous.Valve.1","#66A61E"
"233","p3","fv1_NS_p3c9r2_B14",6381,785457,122889,171322,7637,276095,191186,16,9812,"#F46D43",0.156455413854609,639945678,0.00103406533186645,"SV","#00BFC4","p3","#F46D43",785457,NA,NA
"234","p3","fv1_NS_p3c9r3_N14",4786,549205,94571,96081,4033,348318,204856,14,11444,"#F46D43",0.172196174470371,639945678,0.000709804073488862,"SV","#00BFC4","p3","#F46D43",549205,"Venous.Valve.2","#E6AB02"
"235","p3","fv1_NS_p3c9r8_I18",4187,386040,51451,66559,2351,196536,143654,11,12930,"#F46D43",0.133278934825407,639945678,0.000522513932216029,"SV","#00BFC4","p3","#F46D43",386040,"Venous.Valve.1","#66A61E"
