"","sort.plate","cell.name","num.genes","num.mouse.reads","num.rRNA.reads","__alignment_not_unique","__ambiguous","__no_feature","__not_aligned","__too_low_aQual","ercc.sum","sort.plate_color","frac.rRNA","htseq.sum","frac.mRNA","dissection","dissection_color","experiment","experiment_color","sum.counts","subtype","subtype_color"
"236","p4","fv1_NS_p4c10r1_E19",3335,447121,31870,98377,2290,749095,276641,26,20194,"#FDAE61",0.0712782445915088,639945678,0.000648411266696458,"SV","#00BFC4","p4","#FDAE61",447121,NA,NA
"237","p4","fv1_NS_p4c10r3_M20",3779,234615,19039,39700,1698,196238,135473,11,7576,"#FDAE61",0.08114996909831,639945678,0.000336738651947166,"SV","#00BFC4","p4","#FDAE61",234615,"SVv","#E7298A"
"238","p4","fv1_NS_p4c10r4_I21",5584,551828,56807,106090,3146,502657,236055,16,9452,"#FDAE61",0.10294330842219,639945678,0.000772858114681085,"SV","#00BFC4","p4","#FDAE61",551828,"Venous.Valve.2","#E6AB02"
"239","p4","fv1_NS_p4c10r6_A23",4330,353237,28382,61483,2570,262967,173662,13,5616,"#FDAE61",0.0803483213819617,639945678,0.000507344527911791,"SV","#00BFC4","p4","#FDAE61",353237,"Venous.Valve.1","#66A61E"
"240","p4","fv1_NS_p4c10r7_M23",4849,544040,61940,95859,4032,404862,252448,15,8876,"#FDAE61",0.113851922652746,639945678,0.000752694860716607,"SV","#00BFC4","p4","#FDAE61",544040,"Venous.Valve.2","#E6AB02"
"241","p4","fv1_NS_p4c11r1_F19",2698,58594,3194,10207,249,71713,45004,3,1887,"#FDAE61",0.0545107007543435,639945678,8.65616669791791e-05,"SV","#00BFC4","p4","#FDAE61",58594,NA,NA
"242","p4","fv1_NS_p4c11r3_N20",4105,396943,25129,70904,2925,333198,200981,14,6663,"#FDAE61",0.0633063185394376,639945678,0.000580642485734417,"SV","#00BFC4","p4","#FDAE61",396943,"Venous.Valve.1","#66A61E"
"243","p4","fv1_NS_p4c11r4_J21",4594,738765,45740,126455,4342,603672,319356,23,15852,"#FDAE61",0.0619141404912252,639945678,0.00108166798955511,"SV","#00BFC4","p4","#FDAE61",738765,"Venous.Valve.1","#66A61E"
"244","p4","fv1_NS_p4c11r5_F22",4314,473182,25440,84633,3893,527968,265238,17,13850,"#FDAE61",0.0537636681023369,639945678,0.000699124190580491,"SV","#00BFC4","p4","#FDAE61",473182,"SVv","#E7298A"
"245","p4","fv1_NS_p4c11r6_B23",5371,773638,78628,139645,5363,450608,257960,22,10073,"#FDAE61",0.101634097601204,639945678,0.00108471690534551,"SV","#00BFC4","p4","#FDAE61",773638,"Endocardial","#1B9E77"
"246","p4","fv1_NS_p4c11r7_N23",1089,68960,17397,41866,989,219187,356482,4,22542,"#FDAE61",0.252276682134571,639945678,8.05625073218019e-05,"SV","#00BFC4","p4","#FDAE61",68960,NA,NA
"247","p4","fv1_NS_p4c11r8_I24",3924,527224,49973,100381,4078,568289,310272,13,13732,"#FDAE61",0.0947851387645479,639945678,0.000745138110095245,"SV","#00BFC4","p4","#FDAE61",527224,"SVv","#E7298A"
"248","p4","fv1_NS_p4c12r1_G19",4367,191223,10329,36366,1228,147653,98936,7,4144,"#FDAE61",0.0540154688505044,639945678,0.00028258459821151,"SV","#00BFC4","p4","#FDAE61",191223,"Mesenchymal.2","#7570B3"
"249","p4","fv1_NS_p4c12r2_C20",5071,211441,19207,41038,1715,150802,92164,7,2284,"#FDAE61",0.0908385790835268,639945678,0.000300290832406902,"SV","#00BFC4","p4","#FDAE61",211441,"SVv","#E7298A"
"250","p4","fv1_NS_p4c12r3_O20",3889,86044,5724,15786,677,73667,52688,1,1897,"#FDAE61",0.0665241039468179,639945678,0.000125493407870492,"SV","#00BFC4","p4","#FDAE61",86044,NA,NA
"251","p4","fv1_NS_p4c12r4_K21",491,4479,1541,4476,6,5027,28217,0,1251,"#FDAE61",0.344050011163206,639945678,4.59097356964033e-06,"SV","#00BFC4","p4","#FDAE61",4479,NA,NA
"252","p4","fv1_NS_p4c12r5_G22",2910,114717,8193,26170,1115,88275,110953,1,3417,"#FDAE61",0.0714192316744685,639945678,0.000166427156172322,"SV","#00BFC4","p4","#FDAE61",114717,NA,NA
"253","p4","fv1_NS_p4c12r6_C23",3434,64662,4140,12242,349,61073,55563,4,1132,"#FDAE61",0.0640252389347685,639945678,9.45639299415602e-05,"SV","#00BFC4","p4","#FDAE61",64662,NA,NA
"254","p4","fv1_NS_p4c12r7_O23",2790,149928,25744,52515,2901,215419,179081,5,6830,"#FDAE61",0.17170908702844,639945678,0.00019400644805545,"SV","#00BFC4","p4","#FDAE61",149928,NA,NA
"255","p4","fv1_NS_p4c1r1_M18",7026,924980,86231,150153,6628,444385,269044,18,6232,"#FDAE61",0.0932247183722891,639945678,0.00130875213802761,"SV","#00BFC4","p4","#FDAE61",924980,"SVv","#E7298A"
"256","p4","fv1_NS_p4c1r2_H19",5686,728700,86065,136845,4801,545376,311691,18,10335,"#FDAE61",0.118107588856868,639945678,0.00100304406669993,"SV","#00BFC4","p4","#FDAE61",728700,"Venous.Valve.1","#66A61E"
"257","p4","fv1_NS_p4c1r3_D20",2816,179706,64498,58757,827,228638,218544,7,11515,"#FDAE61",0.358908439339811,639945678,0.000179974002717187,"SV","#00BFC4","p4","#FDAE61",179706,NA,NA
"258","p4","fv1_NS_p4c1r4_P20",4155,449173,46028,97308,3288,544789,293718,10,11238,"#FDAE61",0.102472766617762,639945678,0.000629514626616867,"SV","#00BFC4","p4","#FDAE61",449173,"SVv","#E7298A"
"259","p4","fv1_NS_p4c1r5_L21",4536,318152,29241,72015,2059,474229,225766,18,5616,"#FDAE61",0.0919088988910961,639945678,0.000451233463981349,"SV","#00BFC4","p4","#FDAE61",318152,"Venous.Valve.2","#E6AB02"
"260","p4","fv1_NS_p4c1r6_H22",3361,385654,44217,71583,3459,395584,268777,12,13405,"#FDAE61",0.11465458675393,639945678,0.000533208099124272,"SV","#00BFC4","p4","#FDAE61",385654,NA,NA
"261","p4","fv1_NS_p4c1r7_D23",5020,793020,77586,120969,4153,539753,280979,16,11398,"#FDAE61",0.0978361201482939,639945678,0.00111655699229107,"SV","#00BFC4","p4","#FDAE61",793020,"Venous.Valve.2","#E6AB02"
"262","p4","fv1_NS_p4c2r2_I19",5182,962638,113553,175492,6240,671804,339293,27,15452,"#FDAE61",0.117960230117656,639945678,0.00132478313707973,"SV","#00BFC4","p4","#FDAE61",962638,"Venous.Valve.2","#E6AB02"
"263","p4","fv1_NS_p4c2r3_E20",3133,279821,29004,51200,1901,65065,152792,8,8250,"#FDAE61",0.103651977514197,639945678,0.000391758479448723,"SV","#00BFC4","p4","#FDAE61",279821,NA,NA
"264","p4","fv1_NS_p4c2r4_A21",1241,96974,41549,67331,335,334245,442057,11,19577,"#FDAE61",0.428455049807165,639945678,8.65931428052358e-05,"SV","#00BFC4","p4","#FDAE61",96974,NA,NA
"265","p4","fv1_NS_p4c2r6_I22",4477,646693,62077,118465,4175,613248,326754,21,11767,"#FDAE61",0.0959914518944847,639945678,0.000912601035992666,"SV","#00BFC4","p4","#FDAE61",646693,"Venous.Valve.2","#E6AB02"
"266","p4","fv1_NS_p4c2r7_E23",3802,513257,45286,97613,3333,527055,304337,10,15202,"#FDAE61",0.0882326008218105,639945678,0.0007306633835239,"SV","#00BFC4","p4","#FDAE61",513257,"SVv","#E7298A"
"267","p4","fv1_NS_p4c3r1_O18",4092,375948,28761,82130,2479,309578,231846,8,8353,"#FDAE61",0.0765026014236011,639945678,0.000542200133347159,"SV","#00BFC4","p4","#FDAE61",375948,"Mesenchymal.2","#7570B3"
"268","p4","fv1_NS_p4c3r2_J19",1235,745844,71656,285237,89190,192760,300303,19,14527,"#FDAE61",0.0960737097838154,639945678,0.00105225789744334,"SV","#00BFC4","p4","#FDAE61",745844,NA,NA
"269","p4","fv1_NS_p4c3r6_J22",4921,724262,76235,120329,4322,586229,310614,23,11953,"#FDAE61",0.105258870408775,639945678,0.00101146451473066,"SV","#00BFC4","p4","#FDAE61",724262,"SVv","#E7298A"
"270","p4","fv1_NS_p4c3r7_F23",4406,418345,45321,83042,2088,474803,255599,8,8430,"#FDAE61",0.108334030525045,639945678,0.00058251100317086,"SV","#00BFC4","p4","#FDAE61",418345,"SVv","#E7298A"
"271","p4","fv1_NS_p4c3r8_A24",110,144,28,21,2,52,358,0,0,"#FDAE61",0.194444444444444,639945678,1.81265344623149e-07,"SV","#00BFC4","p4","#FDAE61",144,NA,NA
"272","p4","fv1_NS_p4c4r1_P18",2088,356246,231827,98469,596,189390,385555,8,30737,"#FDAE61",0.650749762804354,639945678,0.00019430369178064,"SV","#00BFC4","p4","#FDAE61",356246,NA,NA
"273","p4","fv1_NS_p4c4r3_G20",2720,187589,45268,47546,1047,177249,179240,6,9337,"#FDAE61",0.241314789246704,639945678,0.000222327023870483,"SV","#00BFC4","p4","#FDAE61",187589,NA,NA
"274","p4","fv1_NS_p4c4r4_C21",1510,122053,31720,43069,644,273990,326531,6,18777,"#FDAE61",0.259887098227819,639945678,0.000141126236642974,"SV","#00BFC4","p4","#FDAE61",122053,NA,NA
"275","p4","fv1_NS_p4c4r7_G23",4464,429438,48487,90753,2157,435705,244408,17,8592,"#FDAE61",0.112908033290021,639945678,0.000594879281344829,"SV","#00BFC4","p4","#FDAE61",429438,"Mesenchymal.1","#D95F02"
"276","p4","fv1_NS_p4c5r1_A19",3707,167782,14568,32781,1052,200501,124401,7,5417,"#FDAE61",0.0868269540236736,639945678,0.000239352416410599,"SV","#00BFC4","p4","#FDAE61",167782,"SVv","#E7298A"
"277","p4","fv1_NS_p4c5r4_D21",4177,288248,34487,56791,2037,274482,168679,13,6730,"#FDAE61",0.119643501429325,639945678,0.000396352524042132,"SV","#00BFC4","p4","#FDAE61",288248,"SVv","#E7298A"
"278","p4","fv1_NS_p4c5r7_H23",4072,347318,34321,62686,2442,283617,166025,12,6367,"#FDAE61",0.0988172222574125,639945678,0.000488829160368853,"SV","#00BFC4","p4","#FDAE61",347318,"Venous.Valve.1","#66A61E"
"279","p4","fv1_NS_p4c5r8_C24",4148,523693,48138,97922,6398,488393,320088,21,12675,"#FDAE61",0.0919202662628677,639945678,0.000742495442253244,"SV","#00BFC4","p4","#FDAE61",523693,"Venous.Valve.1","#66A61E"
"280","p4","fv1_NS_p4c6r1_B19",4810,690941,82093,131062,4083,403306,279224,18,10903,"#FDAE61",0.118813328489697,639945678,0.000950363466792559,"SV","#00BFC4","p4","#FDAE61",690941,"Venous.Valve.1","#66A61E"
"281","p4","fv1_NS_p4c6r2_M19",4751,810762,88889,142532,5782,588897,290841,25,14064,"#FDAE61",0.109636366775947,639945678,0.00112657027046925,"SV","#00BFC4","p4","#FDAE61",810762,"Venous.Valve.1","#66A61E"
"282","p4","fv1_NS_p4c6r3_I20",6549,597552,58411,108760,3545,493251,225067,29,4370,"#FDAE61",0.0977504886604011,639945678,0.000841687643510003,"SV","#00BFC4","p4","#FDAE61",597552,"Venous.Valve.1","#66A61E"
"283","p4","fv1_NS_p4c6r7_I23",3422,357412,41277,93832,2930,614316,271582,21,14082,"#FDAE61",0.115488567815294,639945678,0.000493716260978272,"SV","#00BFC4","p4","#FDAE61",357412,NA,NA
"284","p4","fv1_NS_p4c7r2_N19",5207,499702,55930,107954,4127,372262,186359,16,6011,"#FDAE61",0.111926708318158,639945678,0.000692905045154291,"SV","#00BFC4","p4","#FDAE61",499702,"Venous.Valve.1","#66A61E"
"285","p4","fv1_NS_p4c7r3_J20",4023,480274,50849,86637,2858,366921,176729,11,12062,"#FDAE61",0.105874979699088,639945678,0.000670517662307302,"SV","#00BFC4","p4","#FDAE61",480274,"Venous.Valve.2","#E6AB02"
"286","p4","fv1_NS_p4c7r4_F21",4547,645952,60649,121748,4527,463073,229500,18,13726,"#FDAE61",0.0938908773407312,639945678,0.000913671723968501,"SV","#00BFC4","p4","#FDAE61",645952,"Venous.Valve.1","#66A61E"
"287","p4","fv1_NS_p4c7r5_B22",5666,666197,64554,113649,4787,632312,256526,19,9713,"#FDAE61",0.0968992655325677,639945678,0.000939155050766138,"SV","#00BFC4","p4","#FDAE61",666197,"SVv","#E7298A"
"288","p4","fv1_NS_p4c7r6_N22",3820,208979,24218,43993,1297,215471,127798,2,4887,"#FDAE61",0.115887242258792,639945678,0.000288617113861189,"SV","#00BFC4","p4","#FDAE61",208979,"SVv","#E7298A"
"289","p4","fv1_NS_p4c7r7_J23",4196,725712,64247,116804,5042,443065,259852,22,13815,"#FDAE61",0.0885296095420773,639945678,0.00103243370509865,"SV","#00BFC4","p4","#FDAE61",725712,"SVv","#E7298A"
"290","p4","fv1_NS_p4c8r1_C19",4389,544594,57391,92487,4382,396436,223907,12,10065,"#FDAE61",0.105383092725957,639945678,0.000760660021323245,"SV","#00BFC4","p4","#FDAE61",544594,"SVv","#E7298A"
"291","p4","fv1_NS_p4c8r3_K20",1386,52019,8267,14754,685,87693,143755,4,9282,"#FDAE61",0.158922701320671,639945678,6.83617545363946e-05,"SV","#00BFC4","p4","#FDAE61",52019,NA,NA
"292","p4","fv1_NS_p4c8r5_C22",4931,645020,58062,122621,3864,612502,262181,17,14393,"#FDAE61",0.0900158134631484,639945678,0.000916255596851046,"SV","#00BFC4","p4","#FDAE61",645020,"Endocardial","#1B9E77"
"293","p4","fv1_NS_p4c8r6_O22",4697,317821,32882,63034,2015,239409,121874,7,5602,"#FDAE61",0.103460753065405,639945678,0.000445030065569285,"SV","#00BFC4","p4","#FDAE61",317821,"Mesenchymal.1","#D95F02"
"294","p4","fv1_NS_p4c9r1_D19",4047,255870,18802,45654,1738,239969,141441,7,5614,"#FDAE61",0.0734826278969789,639945678,0.000370298887721554,"SV","#00BFC4","p4","#FDAE61",255870,"SVv","#E7298A"
"295","p4","fv1_NS_p4c9r2_P19",292,3224,1770,2222,7,15184,47808,0,2644,"#FDAE61",0.549007444168734,639945678,2.27204701530592e-06,"SV","#00BFC4","p4","#FDAE61",3224,NA,NA
"296","p4","fv1_NS_p4c9r4_H21",5921,301025,24637,51556,2629,231489,114898,6,2408,"#FDAE61",0.0818437006893115,639945678,0.000431688221430471,"SV","#00BFC4","p4","#FDAE61",301025,"SVv","#E7298A"
"297","p4","fv1_NS_p4c9r5_D22",373,4471,2568,115661,0,244755,764426,2,3341,"#FDAE61",0.574368150301946,639945678,2.97365360102386e-06,"SV","#00BFC4","p4","#FDAE61",4471,NA,NA
"298","p4","fv1_NS_p4c9r7_L23",4734,427943,32108,75692,2468,286668,171954,23,7884,"#FDAE61",0.0750286837265711,639945678,0.000618123722982866,"SV","#00BFC4","p4","#FDAE61",427943,"Venous.Valve.1","#66A61E"
"299","p4","fv1_NS_p4c9r8_G24",6270,788126,74074,131182,5984,618211,276453,24,9405,"#FDAE61",0.0939875096114073,639945678,0.00111441212325047,"SV","#00BFC4","p4","#FDAE61",788126,"SVv","#E7298A"
"300","p5","fv1_NS_p5c10r2_O01",6415,699683,129690,147369,5536,322111,289928,50,6805,"#FEE08B",0.185355368073828,639945678,0.000889707442275345,"SV","#00BFC4","p5","#FEE08B",699683,"Venous.Valve.2","#E6AB02"
"301","p5","fv1_NS_p5c10r4_G03",4529,543395,77331,109967,3217,393464,259637,45,18292,"#FEE08B",0.142310842020998,639945678,0.000727648151243376,"SV","#00BFC4","p5","#FEE08B",543395,"Venous.Valve.2","#E6AB02"
"302","p5","fv1_NS_p5c10r5_C04",4573,517021,106337,104721,3350,286444,235064,28,11005,"#FEE08B",0.20567249686183,639945678,0.000641219143635574,"SV","#00BFC4","p5","#FEE08B",517021,"Venous.Valve.2","#E6AB02"
"303","p5","fv1_NS_p5c10r7_K05",4683,570183,78771,104039,3487,374740,307824,47,14504,"#FEE08B",0.138150383297994,639945678,0.000767195478703075,"SV","#00BFC4","p5","#FEE08B",570183,"Mesenchymal.1","#D95F02"
"304","p5","fv1_NS_p5c10r8_G06",4585,568781,100025,117243,3494,371104,342757,56,15559,"#FEE08B",0.175858546611086,639945678,0.000731825186684687,"SV","#00BFC4","p5","#FEE08B",568781,"Venous.Valve.2","#E6AB02"
"305","p5","fv1_NS_p5c11r2_P01",47,71,14,15,0,30,5330,0,0,"#FEE08B",0.197183098591549,639945678,8.90700502242936e-08,"SV","#00BFC4","p5","#FEE08B",71,NA,NA
"306","p5","fv1_NS_p5c11r3_L02",3895,497134,75993,108805,4698,357926,338603,49,17150,"#FEE08B",0.152862206165742,639945678,0.000657560230127197,"SV","#00BFC4","p5","#FEE08B",497134,"Venous.Valve.2","#E6AB02"
"307","p5","fv1_NS_p5c11r4_H03",3915,302930,42229,56100,2176,245340,246095,25,11116,"#FEE08B",0.139401842009705,639945678,0.000407180071192448,"SV","#00BFC4","p5","#FEE08B",302930,"Venous.Valve.2","#E6AB02"
"308","p5","fv1_NS_p5c11r7_L05",5372,559479,94299,120679,3912,408239,307186,41,9244,"#FEE08B",0.168547881153716,639945678,0.000726260017376301,"SV","#00BFC4","p5","#FEE08B",559479,"Venous.Valve.1","#66A61E"
"309","p5","fv1_NS_p5c11r8_H06",3633,291208,43727,66913,2097,321055,266590,35,10279,"#FEE08B",0.150157275899014,639945678,0.000386539782647799,"SV","#00BFC4","p5","#FEE08B",291208,"SVv","#E7298A"
"310","p5","fv1_NS_p5c12r1_E01",4689,534173,85675,108330,4641,352527,304051,32,12273,"#FEE08B",0.160388113963079,639945678,0.000700239680074488,"SV","#00BFC4","p5","#FEE08B",534173,"Venous.Valve.2","#E6AB02"
"311","p5","fv1_NS_p5c12r2_A02",4958,582171,115310,103343,4653,327365,253095,37,11010,"#FEE08B",0.198068952249425,639945678,0.000728856639125475,"SV","#00BFC4","p5","#FEE08B",582171,"Venous.Valve.2","#E6AB02"
"312","p5","fv1_NS_p5c12r3_M02",6415,863188,141494,158928,5713,484556,343978,56,9911,"#FEE08B",0.163920258390988,639945678,0.00112620607557512,"SV","#00BFC4","p5","#FEE08B",863188,"Venous.Valve.2","#E6AB02"
"313","p5","fv1_NS_p5c12r4_I03",6657,724636,124200,127758,4534,350134,298577,44,7586,"#FEE08B",0.171396397639643,639945678,0.000937188562302516,"SV","#00BFC4","p5","#FEE08B",724636,"SVv","#E7298A"
"314","p5","fv1_NS_p5c12r5_E04",5441,571012,91917,118786,4315,368771,299940,38,10970,"#FEE08B",0.160972098659923,639945678,0.000747969260219028,"SV","#00BFC4","p5","#FEE08B",571012,"Venous.Valve.2","#E6AB02"
"315","p5","fv1_NS_p5c12r6_A05",4069,472776,69822,92964,3051,386702,278094,40,17066,"#FEE08B",0.147685161683334,639945678,0.000629187462931502,"SV","#00BFC4","p5","#FEE08B",472776,"Venous.Valve.1","#66A61E"
"316","p5","fv1_NS_p5c1r1_J24",4833,406333,46332,72687,2246,250145,267266,16,9050,"#FEE08B",0.114024703875885,639945678,0.000562184401777688,"SV","#00BFC4","p5","#FEE08B",406333,"Venous.Valve.1","#66A61E"
"317","p5","fv1_NS_p5c1r2_F01",4990,391660,45222,78634,2863,247515,273772,30,7230,"#FEE08B",0.115462390849206,639945678,0.000541018097618973,"SV","#00BFC4","p5","#FEE08B",391660,"Venous.Valve.1","#66A61E"
"318","p5","fv1_NS_p5c1r5_J03",4851,420043,51738,74293,3753,257972,325052,43,9848,"#FEE08B",0.123173103706049,639945678,0.000575139055625007,"SV","#00BFC4","p5","#FEE08B",420043,"SVv","#E7298A"
"319","p5","fv1_NS_p5c1r8_N05",7003,550851,93984,110184,3892,287092,226843,29,5210,"#FEE08B",0.170616010500117,639945678,0.000713295487242971,"SV","#00BFC4","p5","#FEE08B",550851,"Venous.Valve.1","#66A61E"
"320","p5","fv1_NS_p5c2r1_K24",4660,505632,66230,90230,4255,356030,344116,9,12030,"#FEE08B",0.130984589582938,639945678,0.000686068932532535,"SV","#00BFC4","p5","#FEE08B",505632,"Venous.Valve.1","#66A61E"
"321","p5","fv1_NS_p5c2r2_G01",4834,514362,81099,103346,3329,318463,367775,49,10965,"#FEE08B",0.157669112414992,639945678,0.000676475588461622,"SV","#00BFC4","p5","#FEE08B",514362,"Venous.Valve.2","#E6AB02"
"322","p5","fv1_NS_p5c2r8_O05",4953,400739,46416,76819,2702,315914,304170,38,8794,"#FEE08B",0.115826011443857,639945678,0.000553322583955684,"SV","#00BFC4","p5","#FEE08B",400739,"Venous.Valve.1","#66A61E"
"323","p5","fv1_NS_p5c3r1_L24",5575,831952,154573,154592,7120,346287,338939,21,10694,"#FEE08B",0.185795574744697,639945678,0.00105710259477199,"SV","#00BFC4","p5","#FEE08B",831952,"Venous.Valve.1","#66A61E"
"324","p5","fv1_NS_p5c3r2_H01",2825,290684,110117,101734,1841,220990,390871,24,18399,"#FEE08B",0.378820299706898,639945678,0.000282023674010645,"SV","#00BFC4","p5","#FEE08B",290684,NA,NA
"325","p5","fv1_NS_p5c3r3_D02",4558,541307,100956,101987,2740,311502,298364,38,11873,"#FEE08B",0.186504146445548,639945678,0.000687512545104352,"SV","#00BFC4","p5","#FEE08B",541307,"Mesenchymal.1","#D95F02"
"326","p5","fv1_NS_p5c3r4_P02",4939,430979,58045,75530,3516,299595,290151,44,10152,"#FEE08B",0.134681736233088,639945678,0.000582357404554257,"SV","#00BFC4","p5","#FEE08B",430979,"SVv","#E7298A"
"327","p5","fv1_NS_p5c3r5_L03",6057,571158,111515,108114,3971,358788,266662,43,7665,"#FEE08B",0.195243697890951,639945678,0.000717604087403956,"SV","#00BFC4","p5","#FEE08B",571158,"Mesenchymal.1","#D95F02"
"328","p5","fv1_NS_p5c3r6_H04",5411,608127,127877,131455,4580,379296,326243,37,9432,"#FEE08B",0.210280089520774,639945678,0.00074973081853591,"SV","#00BFC4","p5","#FEE08B",608127,"SVv","#E7298A"
"329","p5","fv1_NS_p5c3r7_D05",3399,343991,57362,65058,2785,300761,322149,24,16504,"#FEE08B",0.166754362759491,639945678,0.000447643661870445,"SV","#00BFC4","p5","#FEE08B",343991,NA,NA
"330","p5","fv1_NS_p5c3r8_P05",5820,392150,56469,78510,3083,189182,222256,30,6456,"#FEE08B",0.143998469973225,639945678,0.000524219561863104,"SV","#00BFC4","p5","#FEE08B",392150,"Endocardial","#1B9E77"
"331","p5","fv1_NS_p5c4r3_E02",4529,495189,92352,97496,4325,339195,291117,37,12461,"#FEE08B",0.186498488455923,639945678,0.000628987285081317,"SV","#00BFC4","p5","#FEE08B",495189,"Venous.Valve.2","#E6AB02"
"332","p5","fv1_NS_p5c4r5_M03",197,32009,28811,12963,56,34959,286022,4,14110,"#FEE08B",0.900090599518885,639945678,4.9969390466531e-06,"SV","#00BFC4","p5","#FEE08B",32009,NA,NA
"333","p5","fv1_NS_p5c4r6_I04",4256,414661,68889,91357,2785,403166,326345,42,14233,"#FEE08B",0.166133299249266,639945678,0.000539952732539151,"SV","#00BFC4","p5","#FEE08B",414661,"Venous.Valve.2","#E6AB02"
"334","p5","fv1_NS_p5c4r7_E05",2485,144455,27115,33532,698,114558,310687,21,15129,"#FEE08B",0.187705513827836,639945678,0.000183313600068513,"SV","#00BFC4","p5","#FEE08B",144455,NA,NA
"335","p5","fv1_NS_p5c5r2_J01",5998,697101,117000,129546,4482,456216,309958,51,10824,"#FEE08B",0.167837946007824,639945678,0.000905483083656344,"SV","#00BFC4","p5","#FEE08B",697101,"SVv","#E7298A"
"336","p5","fv1_NS_p5c5r3_F02",1368,68600,35881,47529,238,78861,253112,12,15197,"#FEE08B",0.523046647230321,639945678,5.11210831345421e-05,"SV","#00BFC4","p5","#FEE08B",68600,NA,NA
"337","p5","fv1_NS_p5c5r4_B03",4918,610119,99996,131651,4681,351982,280021,46,18980,"#FEE08B",0.163895895718704,639945678,0.000796351992485622,"SV","#00BFC4","p5","#FEE08B",610119,"SVv","#E7298A"
"338","p5","fv1_NS_p5c5r5_N03",4631,486290,75209,107103,3618,313016,264508,44,12901,"#FEE08B",0.154658742725534,639945678,0.000641867895111559,"SV","#00BFC4","p5","#FEE08B",486290,"Venous.Valve.2","#E6AB02"
"339","p5","fv1_NS_p5c5r7_F05",6375,463244,85025,94737,2737,254346,234798,27,6022,"#FEE08B",0.183542582310834,639945678,0.000590584282180617,"SV","#00BFC4","p5","#FEE08B",463244,"Venous.Valve.1","#66A61E"
"340","p5","fv1_NS_p5c5r8_B06",4835,535648,98733,97658,3595,354541,268024,43,12714,"#FEE08B",0.184324407073302,639945678,0.00068215310793529,"SV","#00BFC4","p5","#FEE08B",535648,"SVv","#E7298A"
"341","p5","fv1_NS_p5c6r1_O24",6307,772255,116537,149530,5388,359282,249208,17,10509,"#FEE08B",0.150904817709176,639945678,0.0010233945569097,"SV","#00BFC4","p5","#FEE08B",772255,"Venous.Valve.2","#E6AB02"
"342","p5","fv1_NS_p5c6r2_K01",4787,524240,91932,103466,2953,324600,259764,43,12603,"#FEE08B",0.175362429421639,639945678,0.000674972361970227,"SV","#00BFC4","p5","#FEE08B",524240,"Venous.Valve.1","#66A61E"
"343","p5","fv1_NS_p5c6r3_G02",5449,627204,110046,136665,4689,386324,346718,43,13218,"#FEE08B",0.175454875925536,639945678,0.000807320046438686,"SV","#00BFC4","p5","#FEE08B",627204,"Mesenchymal.2","#7570B3"
"344","p5","fv1_NS_p5c6r4_C03",5129,593893,90659,126471,4372,382761,227966,47,13246,"#FEE08B",0.152652077057652,639945678,0.000785624520951878,"SV","#00BFC4","p5","#FEE08B",593893,"Venous.Valve.1","#66A61E"
"345","p5","fv1_NS_p5c6r6_K04",4982,536752,82860,118410,4601,454601,324905,59,14495,"#FEE08B",0.154372969266999,639945678,0.000708656017357145,"SV","#00BFC4","p5","#FEE08B",536752,"Venous.Valve.2","#E6AB02"
"346","p5","fv1_NS_p5c6r8_C06",1437,82659,12980,15323,519,120558,341559,12,18192,"#FEE08B",0.157030692362598,639945678,0.000108865522806423,"SV","#00BFC4","p5","#FEE08B",82659,NA,NA
"347","p5","fv1_NS_p5c7r1_P24",5349,375267,73338,48937,2067,177950,197854,8,4866,"#FEE08B",0.195428854655485,639945678,0.000471524019199698,"SV","#00BFC4","p5","#FEE08B",375267,"Venous.Valve.1","#66A61E"
"348","p5","fv1_NS_p5c7r2_L01",4261,570196,105092,108342,3777,331500,278372,44,14242,"#FEE08B",0.184308553550007,639945678,0.000726123547327484,"SV","#00BFC4","p5","#FEE08B",570196,"Venous.Valve.1","#66A61E"
"349","p5","fv1_NS_p5c7r3_H02",6144,736289,129980,140702,5024,418707,331146,61,11639,"#FEE08B",0.17653394251442,639945678,0.000946332216088974,"SV","#00BFC4","p5","#FEE08B",736289,"Venous.Valve.2","#E6AB02"
"350","p5","fv1_NS_p5c7r4_D03",5228,711600,122456,133825,4285,384474,328318,51,14904,"#FEE08B",0.172085441259134,639945678,0.000919571688224208,"SV","#00BFC4","p5","#FEE08B",711600,"Venous.Valve.1","#66A61E"
"351","p5","fv1_NS_p5c7r5_P03",1118,104449,89289,30468,112,110036,323080,16,16300,"#FEE08B",0.854857394517899,639945678,2.36850416777123e-05,"SV","#00BFC4","p5","#FEE08B",104449,NA,NA
"352","p5","fv1_NS_p5c7r7_H05",4095,398125,61168,78035,2746,306959,337724,42,13442,"#FEE08B",0.153640188383046,639945678,0.000526201589239439,"SV","#00BFC4","p5","#FEE08B",398125,"Venous.Valve.2","#E6AB02"
"353","p5","fv1_NS_p5c7r8_D06",4652,396022,59540,82188,2453,261495,281764,42,12482,"#FEE08B",0.150345182843377,639945678,0.000525462329220794,"SV","#00BFC4","p5","#FEE08B",396022,"Venous.Valve.1","#66A61E"
"354","p5","fv1_NS_p5c8r3_I02",4745,544596,93315,112863,3834,406261,290735,51,14589,"#FEE08B",0.171347200493577,639945678,0.000704570762954493,"SV","#00BFC4","p5","#FEE08B",544596,"Mesenchymal.1","#D95F02"
