"","sort.plate","cell.name","num.genes","num.mouse.reads","num.rRNA.reads","__alignment_not_unique","__ambiguous","__no_feature","__not_aligned","__too_low_aQual","ercc.sum","sort.plate_color","frac.rRNA","htseq.sum","frac.mRNA","dissection","dissection_color","subtype","subtype_color"
"185","p4","fv1_NS_p4c3r6_J22",4921,724262,76235,120329,4322,586229,310614,23,11953,"#FDAE61",0.105258870408775,639945678,0.00101146451473066,"SV","#00BFC4","SVv","#E7298A"
"186","p4","fv1_NS_p4c3r7_F23",4406,418345,45321,83042,2088,474803,255599,8,8430,"#FDAE61",0.108334030525045,639945678,0.00058251100317086,"SV","#00BFC4","SVv","#E7298A"
"187","p4","fv1_NS_p4c4r7_G23",4464,429438,48487,90753,2157,435705,244408,17,8592,"#FDAE61",0.112908033290021,639945678,0.000594879281344829,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"188","p4","fv1_NS_p4c5r1_A19",3707,167782,14568,32781,1052,200501,124401,7,5417,"#FDAE61",0.0868269540236736,639945678,0.000239352416410599,"SV","#00BFC4","SVv","#E7298A"
"189","p4","fv1_NS_p4c5r7_H23",4072,347318,34321,62686,2442,283617,166025,12,6367,"#FDAE61",0.0988172222574125,639945678,0.000488829160368853,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"190","p4","fv1_NS_p4c5r8_C24",4148,523693,48138,97922,6398,488393,320088,21,12675,"#FDAE61",0.0919202662628677,639945678,0.000742495442253244,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"191","p4","fv1_NS_p4c6r1_B19",4810,690941,82093,131062,4083,403306,279224,18,10903,"#FDAE61",0.118813328489697,639945678,0.000950363466792559,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"192","p4","fv1_NS_p4c6r2_M19",4751,810762,88889,142532,5782,588897,290841,25,14064,"#FDAE61",0.109636366775947,639945678,0.00112657027046925,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"193","p4","fv1_NS_p4c6r3_I20",6549,597552,58411,108760,3545,493251,225067,29,4370,"#FDAE61",0.0977504886604011,639945678,0.000841687643510003,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"194","p4","fv1_NS_p4c7r2_N19",5207,499702,55930,107954,4127,372262,186359,16,6011,"#FDAE61",0.111926708318158,639945678,0.000692905045154291,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"195","p4","fv1_NS_p4c7r3_J20",4023,480274,50849,86637,2858,366921,176729,11,12062,"#FDAE61",0.105874979699088,639945678,0.000670517662307302,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"196","p4","fv1_NS_p4c7r4_F21",4547,645952,60649,121748,4527,463073,229500,18,13726,"#FDAE61",0.0938908773407312,639945678,0.000913671723968501,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"197","p4","fv1_NS_p4c7r5_B22",5666,666197,64554,113649,4787,632312,256526,19,9713,"#FDAE61",0.0968992655325677,639945678,0.000939155050766138,"SV","#00BFC4","SVv","#E7298A"
"198","p4","fv1_NS_p4c7r6_N22",3820,208979,24218,43993,1297,215471,127798,2,4887,"#FDAE61",0.115887242258792,639945678,0.000288617113861189,"SV","#00BFC4","SVv","#E7298A"
"199","p4","fv1_NS_p4c7r7_J23",4196,725712,64247,116804,5042,443065,259852,22,13815,"#FDAE61",0.0885296095420773,639945678,0.00103243370509865,"SV","#00BFC4","SVv","#E7298A"
"200","p4","fv1_NS_p4c8r1_C19",4389,544594,57391,92487,4382,396436,223907,12,10065,"#FDAE61",0.105383092725957,639945678,0.000760660021323245,"SV","#00BFC4","SVv","#E7298A"
"201","p4","fv1_NS_p4c8r5_C22",4931,645020,58062,122621,3864,612502,262181,17,14393,"#FDAE61",0.0900158134631484,639945678,0.000916255596851046,"SV","#00BFC4","Endocardial","#1B9E77"
"202","p4","fv1_NS_p4c8r6_O22",4697,317821,32882,63034,2015,239409,121874,7,5602,"#FDAE61",0.103460753065405,639945678,0.000445030065569285,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"203","p4","fv1_NS_p4c9r1_D19",4047,255870,18802,45654,1738,239969,141441,7,5614,"#FDAE61",0.0734826278969789,639945678,0.000370298887721554,"SV","#00BFC4","SVv","#E7298A"
"204","p4","fv1_NS_p4c9r4_H21",5921,301025,24637,51556,2629,231489,114898,6,2408,"#FDAE61",0.0818437006893115,639945678,0.000431688221430471,"SV","#00BFC4","SVv","#E7298A"
"205","p4","fv1_NS_p4c9r7_L23",4734,427943,32108,75692,2468,286668,171954,23,7884,"#FDAE61",0.0750286837265711,639945678,0.000618123722982866,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"206","p5","fv1_NS_p5c10r2_O01",6415,699683,129690,147369,5536,322111,289928,50,6805,"#FEE08B",0.185355368073828,639945678,0.000889707442275345,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"207","p5","fv1_NS_p5c10r4_G03",4529,543395,77331,109967,3217,393464,259637,45,18292,"#FEE08B",0.142310842020998,639945678,0.000727648151243376,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"208","p5","fv1_NS_p5c10r5_C04",4573,517021,106337,104721,3350,286444,235064,28,11005,"#FEE08B",0.20567249686183,639945678,0.000641219143635574,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"209","p5","fv1_NS_p5c10r7_K05",4683,570183,78771,104039,3487,374740,307824,47,14504,"#FEE08B",0.138150383297994,639945678,0.000767195478703075,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"210","p5","fv1_NS_p5c10r8_G06",4585,568781,100025,117243,3494,371104,342757,56,15559,"#FEE08B",0.175858546611086,639945678,0.000731825186684687,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"211","p5","fv1_NS_p5c11r3_L02",3895,497134,75993,108805,4698,357926,338603,49,17150,"#FEE08B",0.152862206165742,639945678,0.000657560230127197,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"212","p5","fv1_NS_p5c11r4_H03",3915,302930,42229,56100,2176,245340,246095,25,11116,"#FEE08B",0.139401842009705,639945678,0.000407180071192448,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"213","p5","fv1_NS_p5c11r7_L05",5372,559479,94299,120679,3912,408239,307186,41,9244,"#FEE08B",0.168547881153716,639945678,0.000726260017376301,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"214","p5","fv1_NS_p5c12r1_E01",4689,534173,85675,108330,4641,352527,304051,32,12273,"#FEE08B",0.160388113963079,639945678,0.000700239680074488,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"215","p5","fv1_NS_p5c12r2_A02",4958,582171,115310,103343,4653,327365,253095,37,11010,"#FEE08B",0.198068952249425,639945678,0.000728856639125475,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"216","p5","fv1_NS_p5c12r3_M02",6415,863188,141494,158928,5713,484556,343978,56,9911,"#FEE08B",0.163920258390988,639945678,0.00112620607557512,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"217","p5","fv1_NS_p5c12r4_I03",6657,724636,124200,127758,4534,350134,298577,44,7586,"#FEE08B",0.171396397639643,639945678,0.000937188562302516,"SV","#00BFC4","SVv","#E7298A"
"218","p5","fv1_NS_p5c12r5_E04",5441,571012,91917,118786,4315,368771,299940,38,10970,"#FEE08B",0.160972098659923,639945678,0.000747969260219028,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"219","p5","fv1_NS_p5c12r6_A05",4069,472776,69822,92964,3051,386702,278094,40,17066,"#FEE08B",0.147685161683334,639945678,0.000629187462931502,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"220","p5","fv1_NS_p5c1r1_J24",4833,406333,46332,72687,2246,250145,267266,16,9050,"#FEE08B",0.114024703875885,639945678,0.000562184401777688,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"221","p5","fv1_NS_p5c1r2_F01",4990,391660,45222,78634,2863,247515,273772,30,7230,"#FEE08B",0.115462390849206,639945678,0.000541018097618973,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"222","p5","fv1_NS_p5c1r5_J03",4851,420043,51738,74293,3753,257972,325052,43,9848,"#FEE08B",0.123173103706049,639945678,0.000575139055625007,"SV","#00BFC4","SVv","#E7298A"
"223","p5","fv1_NS_p5c1r6_F04",5016,315108,44113,65815,2535,216794,272781,27,5467,"#FEE08B",0.139993272147962,639945678,0.000423253605402851,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"224","p5","fv1_NS_p5c1r8_N05",7003,550851,93984,110184,3892,287092,226843,29,5210,"#FEE08B",0.170616010500117,639945678,0.000713295487242971,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"225","p5","fv1_NS_p5c2r1_K24",4660,505632,66230,90230,4255,356030,344116,9,12030,"#FEE08B",0.130984589582938,639945678,0.000686068932532535,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"226","p5","fv1_NS_p5c2r2_G01",4834,514362,81099,103346,3329,318463,367775,49,10965,"#FEE08B",0.157669112414992,639945678,0.000676475588461622,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"227","p5","fv1_NS_p5c2r8_O05",4953,400739,46416,76819,2702,315914,304170,38,8794,"#FEE08B",0.115826011443857,639945678,0.000553322583955684,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"228","p5","fv1_NS_p5c3r1_L24",5575,831952,154573,154592,7120,346287,338939,21,10694,"#FEE08B",0.185795574744697,639945678,0.00105710259477199,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"229","p5","fv1_NS_p5c3r3_D02",4558,541307,100956,101987,2740,311502,298364,38,11873,"#FEE08B",0.186504146445548,639945678,0.000687512545104352,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"230","p5","fv1_NS_p5c3r4_P02",4939,430979,58045,75530,3516,299595,290151,44,10152,"#FEE08B",0.134681736233088,639945678,0.000582357404554257,"SV","#00BFC4","SVv","#E7298A"
"231","p5","fv1_NS_p5c3r5_L03",6057,571158,111515,108114,3971,358788,266662,43,7665,"#FEE08B",0.195243697890951,639945678,0.000717604087403956,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"232","p5","fv1_NS_p5c3r6_H04",5411,608127,127877,131455,4580,379296,326243,37,9432,"#FEE08B",0.210280089520774,639945678,0.00074973081853591,"SV","#00BFC4","SVv","#E7298A"
"233","p5","fv1_NS_p5c3r8_P05",5820,392150,56469,78510,3083,189182,222256,30,6456,"#FEE08B",0.143998469973225,639945678,0.000524219561863104,"SV","#00BFC4","Endocardial","#1B9E77"
"234","p5","fv1_NS_p5c4r3_E02",4529,495189,92352,97496,4325,339195,291117,37,12461,"#FEE08B",0.186498488455923,639945678,0.000628987285081317,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"235","p5","fv1_NS_p5c4r6_I04",4256,414661,68889,91357,2785,403166,326345,42,14233,"#FEE08B",0.166133299249266,639945678,0.000539952732539151,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"236","p5","fv1_NS_p5c5r2_J01",5998,697101,117000,129546,4482,456216,309958,51,10824,"#FEE08B",0.167837946007824,639945678,0.000905483083656344,"SV","#00BFC4","SVv","#E7298A"
"237","p5","fv1_NS_p5c5r4_B03",4918,610119,99996,131651,4681,351982,280021,46,18980,"#FEE08B",0.163895895718704,639945678,0.000796351992485622,"SV","#00BFC4","SVv","#E7298A"
"238","p5","fv1_NS_p5c5r5_N03",4631,486290,75209,107103,3618,313016,264508,44,12901,"#FEE08B",0.154658742725534,639945678,0.000641867895111559,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"239","p5","fv1_NS_p5c5r7_F05",6375,463244,85025,94737,2737,254346,234798,27,6022,"#FEE08B",0.183542582310834,639945678,0.000590584282180617,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"240","p5","fv1_NS_p5c5r8_B06",4835,535648,98733,97658,3595,354541,268024,43,12714,"#FEE08B",0.184324407073302,639945678,0.00068215310793529,"SV","#00BFC4","SVv","#E7298A"
"241","p5","fv1_NS_p5c6r1_O24",6307,772255,116537,149530,5388,359282,249208,17,10509,"#FEE08B",0.150904817709176,639945678,0.0010233945569097,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"242","p5","fv1_NS_p5c6r2_K01",4787,524240,91932,103466,2953,324600,259764,43,12603,"#FEE08B",0.175362429421639,639945678,0.000674972361970227,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"243","p5","fv1_NS_p5c6r3_G02",5449,627204,110046,136665,4689,386324,346718,43,13218,"#FEE08B",0.175454875925536,639945678,0.000807320046438686,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"244","p5","fv1_NS_p5c6r4_C03",5129,593893,90659,126471,4372,382761,227966,47,13246,"#FEE08B",0.152652077057652,639945678,0.000785624520951878,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"245","p5","fv1_NS_p5c6r6_K04",4982,536752,82860,118410,4601,454601,324905,59,14495,"#FEE08B",0.154372969266999,639945678,0.000708656017357145,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"246","p5","fv1_NS_p5c7r1_P24",5349,375267,73338,48937,2067,177950,197854,8,4866,"#FEE08B",0.195428854655485,639945678,0.000471524019199698,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"247","p5","fv1_NS_p5c7r2_L01",4261,570196,105092,108342,3777,331500,278372,44,14242,"#FEE08B",0.184308553550007,639945678,0.000726123547327484,"SV","#00BFC4","SVv","#E7298A"
"248","p5","fv1_NS_p5c7r3_H02",6144,736289,129980,140702,5024,418707,331146,61,11639,"#FEE08B",0.17653394251442,639945678,0.000946332216088974,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"249","p5","fv1_NS_p5c7r4_D03",5228,711600,122456,133825,4285,384474,328318,51,14904,"#FEE08B",0.172085441259134,639945678,0.000919571688224208,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"250","p5","fv1_NS_p5c7r7_H05",4095,398125,61168,78035,2746,306959,337724,42,13442,"#FEE08B",0.153640188383046,639945678,0.000526201589239439,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"251","p5","fv1_NS_p5c7r8_D06",4652,396022,59540,82188,2453,261495,281764,42,12482,"#FEE08B",0.150345182843377,639945678,0.000525462329220794,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"252","p5","fv1_NS_p5c8r3_I02",4745,544596,93315,112863,3834,406261,290735,51,14589,"#FEE08B",0.171347200493577,639945678,0.000704570762954493,"SV","#00BFC4","Mesenchymal.1","#D95F02"
"253","p5","fv1_NS_p5c8r5_A04",4078,485095,74442,105748,3302,317759,338059,45,14956,"#FEE08B",0.153458600892609,639945678,0.000641198748629668,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"254","p5","fv1_NS_p5c8r8_E06",6069,500901,74174,98899,3797,281398,253109,29,5995,"#FEE08B",0.148081157753728,639945678,0.000666289772769391,"SV","#00BFC4","Mesenchymal.2","#7570B3"
"255","p5","fv1_NS_p5c9r1_B01",3746,381420,59021,75930,2738,351148,390279,40,18703,"#FEE08B",0.154740181427298,639945678,0.000503476402119785,"SV","#00BFC4","Venous.Valve.1","#66A61E"
"256","p5","fv1_NS_p5c9r3_J02",4636,643766,120612,128157,4503,339451,489907,57,15498,"#FEE08B",0.187353790041723,639945678,0.000816656203691868,"SV","#00BFC4","SVv","#E7298A"
"257","p5","fv1_NS_p5c9r4_F03",5584,513749,83400,106069,3366,404018,260419,57,9541,"#FEE08B",0.162336082406,639945678,0.000671927948896367,"SV","#00BFC4","SVv","#E7298A"
"258","p5","fv1_NS_p5c9r6_N04",3813,354942,63156,79419,3112,253853,286116,32,12017,"#FEE08B",0.177933296144159,639945678,0.000455693021095271,"SV","#00BFC4","Venous.Valve.2","#E6AB02"
"259","p5","fv1_NS_p5c9r8_F06",4634,463778,60482,86357,3700,346814,347748,41,13621,"#FEE08B",0.130411533104201,639945678,0.000629733709611502,"SV","#00BFC4","SVv","#E7298A"
"260","p6","fv1_NS_p6c10r2_N07",5404,775125,68318,151509,5831,485260,296653,56,11903,"#E6F598",0.0881380422512498,639945678,0.00110312302365911,"CV","#F8766D","Endocardial","#1B9E77"
"261","p6","fv1_NS_p6c10r7_H11",3979,543300,114756,139697,3428,505188,251497,60,14112,"#E6F598",0.211220320265047,639945678,0.000669074055520968,"CV","#F8766D","Endocardial","#1B9E77"
"262","p6","fv1_NS_p6c11r2_O07",3984,455446,27345,132071,2433,826600,315993,64,15217,"#E6F598",0.0600400486556035,639945678,0.00066847294891248,"CV","#F8766D","Venous.Valve.1","#66A61E"
"263","p6","fv1_NS_p6c11r4_F09",4942,844526,68237,152759,7368,581121,343968,72,20884,"#E6F598",0.0807991701854058,639945678,0.00121141630433208,"CV","#F8766D","Endocardial","#1B9E77"
"264","p6","fv1_NS_p6c1r2_E07",6455,747025,57124,139762,6069,554069,335287,58,9006,"#E6F598",0.0764686590140892,639945678,0.00107678969840241,"CV","#F8766D","Mesenchymal.2","#7570B3"
"265","p6","fv1_NS_p6c1r8_K11",4448,664510,65843,126519,4061,500148,314076,57,17220,"#E6F598",0.0990850401047388,639945678,0.000934501072735849,"CV","#F8766D","Mesenchymal.2","#7570B3"
"266","p6","fv1_NS_p6c2r7_P10",3833,403983,115742,149127,1825,656886,315179,52,24427,"#E6F598",0.286502154793642,639945678,0.000450113465553015,"CV","#F8766D","Endocardial","#1B9E77"
"267","p6","fv1_NS_p6c3r1_K06",4292,536221,62800,114950,2779,538915,299716,64,17840,"#E6F598",0.117115890649564,639945678,0.000739143158339339,"CV","#F8766D","Endocardial","#1B9E77"
"268","p6","fv1_NS_p6c3r3_C08",6378,1122145,94014,208131,7302,664368,402846,85,11879,"#E6F598",0.083780616586983,639945678,0.00160374910762651,"CV","#F8766D","Endocardial","#1B9E77"
"269","p6","fv1_NS_p6c3r6_E10",4405,560097,96819,166700,3409,737772,354145,65,19770,"#E6F598",0.172861129411513,639945678,0.000723277945144263,"CV","#F8766D","Endocardial","#1B9E77"
"270","p6","fv1_NS_p6c5r5_L09",5203,483050,34238,81229,3257,299448,194006,43,9588,"#E6F598",0.0708787910154228,639945678,0.000700788801649366,"CV","#F8766D","Endocardial","#1B9E77"
"271","p6","fv1_NS_p6c6r2_J07",3580,489474,45296,137865,2291,675999,295614,63,19924,"#E6F598",0.0925401553504374,639945678,0.00069353498261604,"CV","#F8766D","Endocardial","#1B9E77"
"272","p6","fv1_NS_p6c7r4_B09",5564,314486,31060,52093,2120,142723,82183,14,4145,"#E6F598",0.098764332911481,639945678,0.00044267030977041,"CV","#F8766D","Venous.Valve.1","#66A61E"
"273","p6","fv1_NS_p6c8r1_P06",3840,690848,72105,136785,4200,535814,276896,60,25905,"#E6F598",0.104371728658113,639945678,0.000965786301897253,"CV","#F8766D","Venous.Valve.2","#E6AB02"
"274","p6","fv1_NS_p6c8r8_B12",5962,937469,95339,181555,5946,583948,356726,74,16026,"#E6F598",0.101698296156993,639945678,0.00131398203567346,"CV","#F8766D","Endocardial","#1B9E77"
"275","p6","fv1_NS_p6c9r1_A07",4803,1009684,68419,156771,7140,695583,416642,102,21889,"#E6F598",0.0677627851882371,639945678,0.00146848425358548,"CV","#F8766D","SVv","#E7298A"
"276","p7","fv1_NS_p7c10r1_K12",4719,490936,73131,99567,2794,271151,191776,38,14229,"#ABDDA4",0.148962390209722,639945678,0.000652360762057769,"CV","#F8766D","Venous.Valve.2","#E6AB02"
"277","p7","fv1_NS_p7c12r4_E14",5497,732243,82902,135782,5388,569754,409972,64,27557,"#ABDDA4",0.113216514189962,639945678,0.00101347814603825,"CV","#F8766D","Venous.Valve.2","#E6AB02"
"278","p7","fv1_NS_p7c12r5_P14",4861,389844,50799,62609,2480,182118,133688,30,8292,"#ABDDA4",0.130305968541263,639945678,0.000529473374439426,"CV","#F8766D","Endocardial","#1B9E77"
"279","p7","fv1_NS_p7c1r1_F12",4514,584663,97876,101890,3572,263362,225921,50,14753,"#ABDDA4",0.167405838919172,639945678,0.000759957424636859,"CV","#F8766D","Endocardial","#1B9E77"
"280","p7","fv1_NS_p7c2r3_E13",5079,610676,115747,117920,4107,320841,230188,36,16156,"#ABDDA4",0.189539133681363,639945678,0.000772635403913924,"CV","#F8766D","Mesenchymal.2","#7570B3"
"281","p7","fv1_NS_p7c2r4_L13",3748,697973,265660,138866,3648,293448,213848,48,27509,"#ABDDA4",0.380616442183294,639945678,0.000674781427651538,"CV","#F8766D","SVv","#E7298A"
"282","p7","fv1_NS_p7c2r5_G14",4050,834462,207640,164337,4932,362341,347215,54,39099,"#ABDDA4",0.248830983316197,639945678,0.00097815727408268,"CV","#F8766D","Endocardial","#1B9E77"
"283","p7","fv1_NS_p7c3r7_J15",4986,567620,92084,117273,3351,403504,260446,52,13159,"#ABDDA4",0.16222825129488,639945678,0.000742414298118499,"CV","#F8766D","Endocardial","#1B9E77"
"284","p7","fv1_NS_p7c3r8_D16",5212,869827,120455,172577,4494,532057,385974,76,22041,"#ABDDA4",0.138481560126324,639945678,0.00116936344425733,"CV","#F8766D","Venous.Valve.2","#E6AB02"
"285","p7","fv1_NS_p7c4r6_B15",5964,821872,131088,169158,5973,423455,318795,57,12812,"#ABDDA4",0.159499289427064,639945678,0.00107803553442853,"CV","#F8766D","Venous.Valve.1","#66A61E"
"286","p7","fv1_NS_p7c4r7_K15",4346,828064,145308,181691,5449,525172,444455,71,29405,"#ABDDA4",0.175479190014298,639945678,0.0010654691744203,"CV","#F8766D","Endocardial","#1B9E77"
"287","p7","fv1_NS_p7c5r6_C15",5613,702596,126766,119576,4160,286606,237637,40,8303,"#ABDDA4",0.180425166098298,639945678,0.000898812282075445,"CV","#F8766D","Endocardial","#1B9E77"
"288","p7","fv1_NS_p7c6r4_O13",4908,681407,113172,167495,3848,570754,427476,55,16176,"#ABDDA4",0.166085760786138,639945678,0.000886975692389269,"CV","#F8766D","SVv","#E7298A"
"289","p7","fv1_NS_p7c6r5_K14",5002,655351,131871,117127,3852,379276,254057,58,17557,"#ABDDA4",0.201221940608926,639945678,0.000817147693557563,"CV","#F8766D","Endocardial","#1B9E77"
"290","p7","fv1_NS_p7c7r3_H13",5317,525247,90054,96378,3287,201538,170430,32,9078,"#ABDDA4",0.171450765068625,639945678,0.000679479449727682,"CV","#F8766D","Endocardial","#1B9E77"
"291","p7","fv1_NS_p7c8r8_I16",3891,646511,236573,174555,3268,575042,497794,59,33809,"#ABDDA4",0.365922621579525,639945678,0.000639902222638211,"CV","#F8766D","Endocardial","#1B9E77"
"292","p7","fv1_NS_p7c9r1_J12",4665,755762,117424,136055,5411,414250,353576,48,19372,"#ABDDA4",0.155371664624578,639945678,0.00099628104479299,"CV","#F8766D","Endocardial","#1B9E77"
